fathers_occupation,sons_occupation,family_structure,race,counts_for_sons_first_occupation,counts_for_sons_current_occupation
Operative-Manufacturing,Service_Worker,intact,white,57.1,greater than 14.6
Salesman-Nonretail,Salesman-Retail,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Laborer-Manufacturing,intact,white,72.8,greater than 14.6
Clerk,Operative-Manufacturing,intact,black,5.7,between 3.3 and 14.6
Farm_Laborer,Farmer/Farm_Manager,intact,black,3.3,between 0.6 and 3.3
Service_Worker,Farmer/Farm_Manager,intact,white,4.5,between 0.6 and 3.3
Manager,Craftsman-Manufacturing,intact,white,35.4,greater than 14.6
Salesman-Retail,Salesman-Retail,intact,white,38.1,greater than 14.6
Operative-Nonmanufacturing,Craftsman-Construction,nonintact,black,0.9,between 0.6 and 3.3
Farm_Laborer,Craftsman-Manufacturing,nonintact,white,3.7,between 3.3 and 14.6
Salesman-Nonretail,Operative-Manufacturing,nonintact,black,0.0,less than 0.6
Salesman-Nonretail,Manager,nonintact,black,0.0,less than 0.6
Laborer-Nonmanufacturing,Salesman-Retail,nonintact,black,0.6,between 0.6 and 3.3
Operative-Nonmanufacturing,Craftsman-Manufacturing,nonintact,white,8.0,greater than 14.6
Service_Worker,Craftsman-Construction,nonintact,white,13.1,greater than 14.6
Professional-Salaried,Craftsman-Manufacturing,intact,white,26.8,greater than 14.6
Manager,Farm_Laborer,nonintact,black,0.0,less than 0.6
Manager,Laborer-Nonmanufacturing,intact,black,1.2,between 0.6 and 3.3
Salesman-Retail,Laborer-Manufacturing,intact,black,0.0,less than 0.6
Manager,Laborer-Manufacturing,nonintact,black,0.0,less than 0.6
Proprietor,Craftsman-Construction,nonintact,white,3.7,between 3.3 and 14.6
Operative-Nonmanufacturing,Craftsman-Manufacturing,intact,black,3.9,between 3.3 and 14.6
Farm_Laborer,Laborer-Manufacturing,nonintact,black,4.0,between 0.6 and 3.3
Clerk,Craftsman-Construction,nonintact,white,9.2,between 3.3 and 14.6
Craftsman-Construction,Operative-Manufacturing,nonintact,white,13.0,between 3.3 and 14.6
Farmer/Farm_Manager,Craftsman-Construction,intact,white,94.2,greater than 14.6
Craftsman-Manufacturing,Proprietor,intact,black,0.0,less than 0.6
Professional-Salaried,Farm_Laborer,nonintact,black,0.0,less than 0.6
Craftsman-Construction,Manager,nonintact,white,1.9,between 3.3 and 14.6
Salesman-Retail,Proprietor,nonintact,white,0.0,between 0.6 and 3.3
Service_Worker,Salesman-Retail,intact,white,28.2,greater than 14.6
Professional-Salaried,Professional-Salaried,intact,white,338.6,greater than 14.6
Manager,Proprietor,nonintact,black,0.0,less than 0.6
Service_Worker,Manager,intact,black,1.6,between 3.3 and 14.6
Professional-Salaried,Professional_Self-Employed,intact,black,0.6,between 0.6 and 3.3
Salesman-Nonretail,Service_Worker,intact,white,9.5,greater than 14.6
Farm_Laborer,Professional_Self-Employed,intact,white,1.5,between 0.6 and 3.3
Operative-Manufacturing,Laborer-Manufacturing,nonintact,black,6.2,between 0.6 and 3.3
Farm_Laborer,Salesman-Retail,intact,white,16.5,between 3.3 and 14.6
Operative-Nonmanufacturing,Craftsmen-Other,intact,black,5.0,between 3.3 and 14.6
Proprietor,Operative-Nonmanufacturing,nonintact,white,7.6,between 3.3 and 14.6
Laborer-Nonmanufacturing,Farm_Laborer,intact,black,7.6,between 0.6 and 3.3
Service_Worker,Craftsman-Manufacturing,intact,black,1.0,between 0.6 and 3.3
Craftsmen-Other,Professional_Self-Employed,intact,black,0.0,less than 0.6
Farmer/Farm_Manager,Salesman-Nonretail,nonintact,white,4.1,between 3.3 and 14.6
Laborer-Manufacturing,Craftsman-Construction,intact,black,1.0,between 0.6 and 3.3
Farmer/Farm_Manager,Professional_Self-Employed,intact,black,0.0,less than 0.6
Craftsman-Construction,Laborer-Nonmanufacturing,nonintact,white,14.0,between 0.6 and 3.3
Salesman-Retail,Manager,nonintact,white,3.3,between 3.3 and 14.6
Farmer/Farm_Manager,Salesman-Retail,intact,black,2.6,between 0.6 and 3.3
Professional-Salaried,Manager,nonintact,black,0.6,between 0.6 and 3.3
Clerk,Professional-Salaried,nonintact,white,40.5,greater than 14.6
Craftsman-Manufacturing,Proprietor,nonintact,white,0.0,between 0.6 and 3.3
Proprietor,Salesman-Retail,intact,white,76.1,greater than 14.6
Operative-Manufacturing,Craftsman-Construction,nonintact,black,0.5,between 0.6 and 3.3
Operative-Manufacturing,Farm_Laborer,intact,black,1.5,less than 0.6
Operative-Manufacturing,Craftsman-Manufacturing,nonintact,white,14.1,greater than 14.6
Craftsman-Construction,Salesman-Retail,intact,black,0.0,less than 0.6
Manager,Proprietor,intact,black,0.0,less than 0.6
Salesman-Retail,Operative-Manufacturing,intact,white,35.5,greater than 14.6
Craftsman-Manufacturing,Craftsman-Construction,nonintact,white,2.5,between 3.3 and 14.6
Professional-Salaried,Salesman-Retail,intact,black,1.0,between 0.6 and 3.3
Professional-Salaried,Craftsman-Construction,intact,black,0.0,less than 0.6
Clerk,Proprietor,intact,white,4.1,between 3.3 and 14.6
Laborer-Nonmanufacturing,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Operative-Manufacturing,Clerk,nonintact,white,29.7,greater than 14.6
Operative-Nonmanufacturing,Proprietor,nonintact,black,0.0,less than 0.6
Laborer-Manufacturing,Operative-Manufacturing,intact,black,14.0,greater than 14.6
Laborer-Manufacturing,Service_Worker,intact,black,12.9,between 3.3 and 14.6
Professional_Self-Employed,Operative-Nonmanufacturing,intact,white,9.6,between 3.3 and 14.6
Salesman-Retail,Clerk,nonintact,white,11.4,between 3.3 and 14.6
Salesman-Retail,Farmer/Farm_Manager,intact,black,0.0,less than 0.6
Farmer/Farm_Manager,Operative-Nonmanufacturing,nonintact,white,29.7,greater than 14.6
Manager,Craftsmen-Other,intact,white,49.8,greater than 14.6
Craftsman-Construction,Laborer-Nonmanufacturing,intact,white,106.5,greater than 14.6
Craftsman-Manufacturing,Craftsmen-Other,nonintact,white,3.4,between 3.3 and 14.6
Farm_Laborer,Farmer/Farm_Manager,nonintact,white,2.0,between 3.3 and 14.6
Craftsman-Manufacturing,Craftsmen-Other,nonintact,black,0.0,between 0.6 and 3.3
Laborer-Nonmanufacturing,Professional_Self-Employed,intact,black,0.0,less than 0.6
Craftsmen-Other,Professional-Salaried,nonintact,white,15.1,greater than 14.6
Farmer/Farm_Manager,Professional_Self-Employed,nonintact,white,0.8,between 0.6 and 3.3
Operative-Manufacturing,Service_Worker,nonintact,black,5.2,between 0.6 and 3.3
Craftsmen-Other,Clerk,nonintact,black,1.2,between 0.6 and 3.3
Farmer/Farm_Manager,Service_Worker,nonintact,black,7.3,between 3.3 and 14.6
Manager,Professional-Salaried,nonintact,black,0.6,between 0.6 and 3.3
Laborer-Manufacturing,Laborer-Manufacturing,intact,black,15.2,between 3.3 and 14.6
Farmer/Farm_Manager,Manager,intact,white,50.1,greater than 14.6
Manager,Operative-Manufacturing,nonintact,white,3.4,between 3.3 and 14.6
Professional_Self-Employed,Farmer/Farm_Manager,intact,white,1.4,between 0.6 and 3.3
Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,intact,black,28.9,greater than 14.6
Manager,Professional-Salaried,nonintact,white,14.0,greater than 14.6
Craftsmen-Other,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Service_Worker,nonintact,black,1.3,less than 0.6
Craftsmen-Other,Laborer-Nonmanufacturing,intact,black,4.0,between 3.3 and 14.6
Laborer-Manufacturing,Professional-Salaried,intact,white,24.4,greater than 14.6
Service_Worker,Craftsman-Construction,intact,white,14.8,greater than 14.6
Clerk,Laborer-Nonmanufacturing,intact,white,27.8,greater than 14.6
Laborer-Manufacturing,Operative-Nonmanufacturing,nonintact,white,3.0,between 0.6 and 3.3
Professional-Salaried,Clerk,intact,white,96.6,greater than 14.6
Salesman-Nonretail,Farm_Laborer,nonintact,white,0.0,between 0.6 and 3.3
Professional_Self-Employed,Farmer/Farm_Manager,nonintact,black,0.0,less than 0.6
Operative-Manufacturing,Professional_Self-Employed,nonintact,black,0.0,between 0.6 and 3.3
Professional-Salaried,Farm_Laborer,intact,black,0.7,less than 0.6
Salesman-Nonretail,Craftsmen-Other,nonintact,black,0.0,less than 0.6
Salesman-Nonretail,Professional_Self-Employed,nonintact,white,0.0,between 0.6 and 3.3
Craftsmen-Other,Salesman-Retail,nonintact,white,4.2,between 0.6 and 3.3
Craftsmen-Other,Craftsmen-Other,intact,black,2.6,between 3.3 and 14.6
Operative-Manufacturing,Laborer-Manufacturing,intact,white,88.7,greater than 14.6
Operative-Nonmanufacturing,Farm_Laborer,intact,white,44.5,between 3.3 and 14.6
Farmer/Farm_Manager,Professional-Salaried,intact,black,7.5,between 3.3 and 14.6
Clerk,Craftsmen-Other,intact,white,36.9,greater than 14.6
Salesman-Retail,Craftsmen-Other,nonintact,black,0.0,less than 0.6
Proprietor,Professional_Self-Employed,intact,white,16.2,greater than 14.6
Laborer-Nonmanufacturing,Craftsman-Manufacturing,intact,black,3.8,between 3.3 and 14.6
Farm_Laborer,Operative-Manufacturing,intact,white,81.5,greater than 14.6
Salesman-Retail,Farm_Laborer,intact,black,0.0,less than 0.6
Clerk,Professional_Self-Employed,intact,white,1.9,between 3.3 and 14.6
Craftsmen-Other,Craftsman-Construction,nonintact,white,4.3,between 3.3 and 14.6
Farmer/Farm_Manager,Clerk,intact,black,12.2,greater than 14.6
Craftsman-Construction,Professional_Self-Employed,intact,white,5.8,between 3.3 and 14.6
Proprietor,Craftsman-Manufacturing,intact,white,29.0,greater than 14.6
Clerk,Laborer-Manufacturing,nonintact,black,0.5,between 0.6 and 3.3
Professional_Self-Employed,Manager,intact,black,0.5,less than 0.6
Craftsman-Construction,Proprietor,nonintact,white,0.8,between 0.6 and 3.3
Craftsman-Manufacturing,Salesman-Retail,intact,black,1.9,between 0.6 and 3.3
Operative-Nonmanufacturing,Professional-Salaried,intact,white,117.0,greater than 14.6
Farmer/Farm_Manager,Farm_Laborer,intact,white,746.3,greater than 14.6
Laborer-Manufacturing,Farmer/Farm_Manager,intact,white,0.7,between 0.6 and 3.3
Operative-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,white,51.5,greater than 14.6
Laborer-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,black,4.9,between 3.3 and 14.6
Farmer/Farm_Manager,Farmer/Farm_Manager,nonintact,white,29.0,greater than 14.6
Salesman-Retail,Farmer/Farm_Manager,intact,white,2.9,between 0.6 and 3.3
Salesman-Retail,Proprietor,nonintact,black,0.0,less than 0.6
Service_Worker,Professional_Self-Employed,nonintact,black,0.0,between 0.6 and 3.3
Laborer-Manufacturing,Manager,nonintact,white,0.8,between 3.3 and 14.6
Salesman-Nonretail,Proprietor,intact,black,0.0,less than 0.6
Craftsmen-Other,Service_Worker,intact,black,5.1,between 3.3 and 14.6
Salesman-Nonretail,Clerk,nonintact,black,0.0,less than 0.6
Operative-Manufacturing,Professional_Self-Employed,intact,black,0.0,less than 0.6
Craftsman-Manufacturing,Craftsman-Manufacturing,intact,white,138.3,greater than 14.6
Salesman-Retail,Laborer-Nonmanufacturing,intact,white,10.5,between 3.3 and 14.6
Service_Worker,Laborer-Nonmanufacturing,nonintact,white,36.2,greater than 14.6
Manager,Operative-Manufacturing,nonintact,black,0.9,less than 0.6
Salesman-Nonretail,Salesman-Retail,intact,white,26.3,greater than 14.6
Professional-Salaried,Craftsmen-Other,intact,black,0.0,less than 0.6
Service_Worker,Clerk,nonintact,black,17.8,greater than 14.6
Proprietor,Service_Worker,intact,black,2.0,between 0.6 and 3.3
Farmer/Farm_Manager,Professional_Self-Employed,nonintact,black,0.3,less than 0.6
Farmer/Farm_Manager,Farm_Laborer,intact,black,98.4,greater than 14.6
Salesman-Retail,Salesman-Nonretail,intact,white,17.3,greater than 14.6
Salesman-Nonretail,Salesman-Retail,intact,black,0.0,less than 0.6
Proprietor,Operative-Manufacturing,nonintact,white,18.1,between 3.3 and 14.6
Farmer/Farm_Manager,Laborer-Manufacturing,intact,white,89.1,greater than 14.6
Proprietor,Craftsman-Construction,intact,black,0.9,less than 0.6
Manager,Operative-Manufacturing,intact,white,82.9,greater than 14.6
Salesman-Nonretail,Craftsman-Construction,nonintact,white,0.4,between 0.6 and 3.3
Operative-Nonmanufacturing,Craftsmen-Other,intact,white,84.8,greater than 14.6
Salesman-Retail,Professional_Self-Employed,intact,white,4.7,greater than 14.6
Professional_Self-Employed,Proprietor,intact,white,2.8,between 3.3 and 14.6
Manager,Craftsman-Manufacturing,intact,black,0.0,between 0.6 and 3.3
Manager,Service_Worker,nonintact,black,0.0,between 0.6 and 3.3
Salesman-Retail,Manager,nonintact,black,0.7,less than 0.6
Farmer/Farm_Manager,Craftsmen-Other,intact,white,118.1,greater than 14.6
Craftsman-Manufacturing,Manager,nonintact,black,0.0,less than 0.6
Craftsman-Construction,Professional-Salaried,nonintact,white,4.6,between 3.3 and 14.6
Professional-Salaried,Craftsmen-Other,nonintact,black,0.0,between 0.6 and 3.3
Operative-Nonmanufacturing,Operative-Manufacturing,intact,black,13.2,greater than 14.6
Craftsman-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,0.6,less than 0.6
Professional_Self-Employed,Farmer/Farm_Manager,nonintact,white,0.7,less than 0.6
Salesman-Nonretail,Professional-Salaried,nonintact,white,4.8,between 0.6 and 3.3
Craftsman-Construction,Salesman-Retail,nonintact,black,0.0,less than 0.6
Professional-Salaried,Craftsman-Manufacturing,nonintact,white,5.4,between 3.3 and 14.6
Craftsmen-Other,Laborer-Manufacturing,intact,white,35.0,greater than 14.6
Craftsman-Manufacturing,Clerk,intact,white,157.7,greater than 14.6
Laborer-Manufacturing,Farmer/Farm_Manager,nonintact,black,0.0,less than 0.6
Farm_Laborer,Laborer-Manufacturing,nonintact,white,8.1,between 3.3 and 14.6
Craftsman-Manufacturing,Professional_Self-Employed,intact,black,0.0,less than 0.6
Clerk,Professional-Salaried,intact,black,3.6,between 3.3 and 14.6
Manager,Farm_Laborer,intact,white,5.2,between 3.3 and 14.6
Craftsmen-Other,Operative-Manufacturing,intact,black,9.3,between 3.3 and 14.6
Salesman-Nonretail,Laborer-Manufacturing,nonintact,white,0.0,less than 0.6
Laborer-Nonmanufacturing,Proprietor,nonintact,black,0.0,less than 0.6
Craftsmen-Other,Salesman-Retail,intact,white,48.5,greater than 14.6
Service_Worker,Operative-Nonmanufacturing,nonintact,white,37.5,greater than 14.6
Proprietor,Craftsman-Manufacturing,intact,black,0.4,between 0.6 and 3.3
Salesman-Retail,Craftsmen-Other,nonintact,white,5.5,between 3.3 and 14.6
Craftsmen-Other,Salesman-Nonretail,nonintact,black,0.7,between 0.6 and 3.3
Professional-Salaried,Laborer-Nonmanufacturing,nonintact,white,4.6,between 0.6 and 3.3
Professional-Salaried,Manager,intact,white,54.5,greater than 14.6
Salesman-Retail,Proprietor,intact,black,0.0,between 0.6 and 3.3
Manager,Professional-Salaried,intact,white,293.2,greater than 14.6
Operative-Manufacturing,Operative-Manufacturing,nonintact,white,68.3,greater than 14.6
Craftsman-Construction,Operative-Manufacturing,nonintact,black,2.1,between 0.6 and 3.3
Salesman-Retail,Farm_Laborer,nonintact,white,0.0,less than 0.6
Laborer-Nonmanufacturing,Service_Worker,nonintact,white,0.7,between 0.6 and 3.3
Service_Worker,Service_Worker,intact,black,13.7,between 3.3 and 14.6
Craftsman-Construction,Service_Worker,nonintact,black,1.6,between 0.6 and 3.3
Professional_Self-Employed,Clerk,nonintact,black,0.0,less than 0.6
Manager,Proprietor,intact,white,4.4,greater than 14.6
Service_Worker,Clerk,intact,white,96.9,greater than 14.6
Laborer-Nonmanufacturing,Craftsman-Manufacturing,intact,white,26.1,greater than 14.6
Service_Worker,Craftsmen-Other,nonintact,black,4.4,between 3.3 and 14.6
Professional-Salaried,Professional_Self-Employed,nonintact,black,0.3,less than 0.6
Operative-Manufacturing,Manager,intact,black,1.1,between 0.6 and 3.3
Craftsman-Manufacturing,Clerk,nonintact,black,0.5,less than 0.6
Operative-Nonmanufacturing,Laborer-Manufacturing,nonintact,white,8.2,between 0.6 and 3.3
Craftsman-Construction,Professional-Salaried,intact,white,120.3,greater than 14.6
Salesman-Nonretail,Craftsman-Construction,intact,black,0.0,less than 0.6
Proprietor,Farm_Laborer,intact,black,0.0,less than 0.6
Farm_Laborer,Farmer/Farm_Manager,intact,white,11.2,greater than 14.6
Manager,Laborer-Manufacturing,intact,black,0.0,less than 0.6
Operative-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,5.2,between 0.6 and 3.3
Salesman-Retail,Clerk,intact,black,0.5,between 0.6 and 3.3
Laborer-Manufacturing,Manager,intact,black,1.1,between 0.6 and 3.3
Farm_Laborer,Craftsmen-Other,nonintact,white,8.8,between 3.3 and 14.6
Salesman-Retail,Service_Worker,nonintact,black,0.7,less than 0.6
Craftsman-Construction,Salesman-Nonretail,intact,black,1.1,between 0.6 and 3.3
Operative-Manufacturing,Service_Worker,intact,black,15.4,between 3.3 and 14.6
Professional-Salaried,Professional_Self-Employed,intact,white,7.3,greater than 14.6
Craftsman-Manufacturing,Craftsmen-Other,intact,white,61.3,greater than 14.6
Professional-Salaried,Farm_Laborer,nonintact,white,4.2,less than 0.6
Farmer/Farm_Manager,Professional_Self-Employed,intact,white,11.6,greater than 14.6
Professional_Self-Employed,Professional-Salaried,nonintact,black,0.4,less than 0.6
Farmer/Farm_Manager,Laborer-Manufacturing,nonintact,black,9.5,between 3.3 and 14.6
Operative-Nonmanufacturing,Salesman-Nonretail,intact,white,15.5,greater than 14.6
Salesman-Retail,Laborer-Manufacturing,intact,white,9.8,between 3.3 and 14.6
Farmer/Farm_Manager,Craftsman-Manufacturing,nonintact,black,2.2,between 3.3 and 14.6
Laborer-Nonmanufacturing,Professional-Salaried,intact,black,7.1,between 3.3 and 14.6
Professional-Salaried,Operative-Nonmanufacturing,intact,black,1.7,between 0.6 and 3.3
Service_Worker,Service_Worker,intact,white,44.1,greater than 14.6
Professional_Self-Employed,Operative-Manufacturing,nonintact,white,1.9,less than 0.6
Craftsman-Manufacturing,Operative-Nonmanufacturing,nonintact,black,0.0,less than 0.6
Proprietor,Salesman-Retail,nonintact,black,1.0,between 0.6 and 3.3
Clerk,Proprietor,nonintact,black,0.0,less than 0.6
Manager,Manager,nonintact,black,0.7,between 0.6 and 3.3
Laborer-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,0.9,between 0.6 and 3.3
Professional_Self-Employed,Service_Worker,nonintact,black,0.0,less than 0.6
Laborer-Manufacturing,Craftsman-Manufacturing,nonintact,white,0.4,between 3.3 and 14.6
Proprietor,Farmer/Farm_Manager,nonintact,white,0.4,between 0.6 and 3.3
Manager,Operative-Nonmanufacturing,intact,white,72.9,greater than 14.6
Operative-Nonmanufacturing,Professional_Self-Employed,nonintact,white,0.7,between 0.6 and 3.3
Craftsman-Construction,Proprietor,intact,white,5.1,greater than 14.6
Salesman-Retail,Operative-Nonmanufacturing,nonintact,black,0.0,less than 0.6
Service_Worker,Professional-Salaried,intact,white,72.7,greater than 14.6
Professional_Self-Employed,Farm_Laborer,intact,white,0.0,between 0.6 and 3.3
Laborer-Manufacturing,Professional-Salaried,nonintact,white,1.8,between 0.6 and 3.3
Manager,Laborer-Nonmanufacturing,intact,white,52.8,greater than 14.6
Operative-Nonmanufacturing,Proprietor,intact,white,5.4,greater than 14.6
Farmer/Farm_Manager,Manager,nonintact,white,5.1,greater than 14.6
Laborer-Manufacturing,Clerk,nonintact,white,2.3,between 0.6 and 3.3
Professional-Salaried,Laborer-Nonmanufacturing,nonintact,black,0.6,between 0.6 and 3.3
Proprietor,Manager,nonintact,black,0.0,less than 0.6
Laborer-Nonmanufacturing,Operative-Manufacturing,intact,black,18.4,greater than 14.6
Manager,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Operative-Nonmanufacturing,Proprietor,nonintact,white,0.0,between 3.3 and 14.6
Farm_Laborer,Operative-Nonmanufacturing,intact,white,64.4,greater than 14.6
Proprietor,Operative-Manufacturing,nonintact,black,0.0,between 0.6 and 3.3
Operative-Manufacturing,Farmer/Farm_Manager,intact,black,0.0,less than 0.6
Farm_Laborer,Laborer-Nonmanufacturing,intact,black,20.6,greater than 14.6
Laborer-Manufacturing,Proprietor,intact,white,0.0,between 3.3 and 14.6
Professional-Salaried,Craftsman-Construction,intact,white,13.1,greater than 14.6
Farm_Laborer,Service_Worker,intact,white,20.5,greater than 14.6
Laborer-Nonmanufacturing,Professional-Salaried,nonintact,black,0.8,less than 0.6
Craftsmen-Other,Operative-Manufacturing,nonintact,white,11.5,between 3.3 and 14.6
Farm_Laborer,Craftsman-Manufacturing,nonintact,black,1.0,between 3.3 and 14.6
Proprietor,Craftsman-Manufacturing,nonintact,white,1.2,between 3.3 and 14.6
Laborer-Manufacturing,Craftsmen-Other,intact,white,19.2,greater than 14.6
Manager,Salesman-Nonretail,intact,white,82.0,greater than 14.6
Clerk,Salesman-Retail,intact,black,0.4,less than 0.6
Service_Worker,Professional-Salaried,intact,black,6.4,between 3.3 and 14.6
Farmer/Farm_Manager,Laborer-Nonmanufacturing,nonintact,black,13.9,between 3.3 and 14.6
Clerk,Professional_Self-Employed,nonintact,white,1.4,between 0.6 and 3.3
Service_Worker,Service_Worker,nonintact,white,21.5,greater than 14.6
Farmer/Farm_Manager,Farmer/Farm_Manager,nonintact,black,7.2,between 0.6 and 3.3
Salesman-Retail,Craftsman-Manufacturing,intact,black,0.0,less than 0.6
Professional-Salaried,Farmer/Farm_Manager,intact,white,3.3,between 3.3 and 14.6
Salesman-Nonretail,Craftsman-Construction,nonintact,black,0.0,less than 0.6
Clerk,Craftsman-Manufacturing,nonintact,black,0.0,less than 0.6
Operative-Nonmanufacturing,Craftsman-Manufacturing,intact,white,42.9,greater than 14.6
Operative-Nonmanufacturing,Operative-Nonmanufacturing,nonintact,black,9.0,between 3.3 and 14.6
Operative-Manufacturing,Manager,nonintact,black,0.6,between 0.6 and 3.3
Operative-Manufacturing,Service_Worker,nonintact,white,10.8,between 3.3 and 14.6
Laborer-Nonmanufacturing,Clerk,nonintact,black,3.1,between 0.6 and 3.3
Farmer/Farm_Manager,Farm_Laborer,nonintact,black,28.8,between 3.3 and 14.6
Service_Worker,Operative-Nonmanufacturing,nonintact,black,25.6,greater than 14.6
Laborer-Manufacturing,Professional-Salaried,intact,black,6.3,between 3.3 and 14.6
Professional_Self-Employed,Professional-Salaried,intact,black,0.9,less than 0.6
Craftsman-Construction,Craftsman-Manufacturing,intact,white,45.7,greater than 14.6
Salesman-Retail,Professional_Self-Employed,intact,black,0.0,less than 0.6
Laborer-Manufacturing,Professional-Salaried,nonintact,black,0.0,less than 0.6
Craftsman-Construction,Craftsman-Construction,intact,white,154.3,greater than 14.6
Laborer-Nonmanufacturing,Clerk,intact,black,11.4,greater than 14.6
Craftsman-Manufacturing,Craftsmen-Other,intact,black,0.6,between 0.6 and 3.3
Salesman-Nonretail,Craftsman-Manufacturing,nonintact,black,0.0,less than 0.6
Farm_Laborer,Farmer/Farm_Manager,nonintact,black,1.7,less than 0.6
Craftsmen-Other,Farm_Laborer,intact,white,26.9,between 3.3 and 14.6
Professional-Salaried,Farmer/Farm_Manager,nonintact,black,0.0,less than 0.6
Salesman-Nonretail,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Craftsman-Manufacturing,nonintact,black,0.0,less than 0.6
Salesman-Retail,Craftsman-Construction,intact,white,5.9,between 3.3 and 14.6
Laborer-Manufacturing,Clerk,intact,white,27.9,greater than 14.6
Craftsman-Manufacturing,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Farm_Laborer,Professional-Salaried,intact,black,2.9,between 3.3 and 14.6
Salesman-Retail,Professional-Salaried,intact,white,60.0,greater than 14.6
Craftsman-Manufacturing,Laborer-Manufacturing,nonintact,white,3.2,between 0.6 and 3.3
Craftsman-Manufacturing,Operative-Nonmanufacturing,nonintact,white,9.2,between 3.3 and 14.6
Craftsman-Manufacturing,Professional-Salaried,nonintact,black,0.0,less than 0.6
Professional_Self-Employed,Craftsmen-Other,intact,black,0.0,less than 0.6
Craftsman-Construction,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Clerk,Craftsman-Construction,intact,black,0.0,between 0.6 and 3.3
Craftsman-Manufacturing,Professional_Self-Employed,intact,white,7.3,between 3.3 and 14.6
Salesman-Nonretail,Manager,intact,white,29.1,greater than 14.6
Craftsmen-Other,Farmer/Farm_Manager,intact,white,5.9,between 3.3 and 14.6
Salesman-Retail,Operative-Manufacturing,nonintact,white,8.4,between 3.3 and 14.6
Farm_Laborer,Clerk,nonintact,black,2.9,between 3.3 and 14.6
Operative-Manufacturing,Salesman-Nonretail,intact,white,19.9,greater than 14.6
Laborer-Manufacturing,Clerk,nonintact,black,1.8,between 0.6 and 3.3
Proprietor,Operative-Manufacturing,intact,black,2.9,less than 0.6
Operative-Nonmanufacturing,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Craftsman-Manufacturing,Farmer/Farm_Manager,nonintact,black,0.0,less than 0.6
Professional_Self-Employed,Craftsmen-Other,intact,white,6.6,between 3.3 and 14.6
Craftsman-Construction,Salesman-Retail,intact,white,47.0,greater than 14.6
Manager,Manager,intact,white,112.8,greater than 14.6
Craftsman-Construction,Service_Worker,nonintact,white,3.8,between 3.3 and 14.6
Proprietor,Clerk,intact,black,1.1,between 0.6 and 3.3
Laborer-Nonmanufacturing,Farmer/Farm_Manager,intact,white,5.2,between 0.6 and 3.3
Professional_Self-Employed,Laborer-Nonmanufacturing,nonintact,white,0.9,less than 0.6
Professional-Salaried,Operative-Manufacturing,nonintact,black,0.6,between 0.6 and 3.3
Salesman-Retail,Laborer-Manufacturing,nonintact,black,0.0,between 0.6 and 3.3
Professional_Self-Employed,Laborer-Manufacturing,nonintact,black,0.0,less than 0.6
Farm_Laborer,Service_Worker,nonintact,white,2.4,between 3.3 and 14.6
Manager,Operative-Nonmanufacturing,intact,black,0.5,between 0.6 and 3.3
Proprietor,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Proprietor,Laborer-Manufacturing,nonintact,black,0.8,less than 0.6
Proprietor,Salesman-Nonretail,nonintact,black,0.0,less than 0.6
Farmer/Farm_Manager,Craftsman-Manufacturing,intact,white,69.7,greater than 14.6
Professional-Salaried,Farmer/Farm_Manager,intact,black,0.0,less than 0.6
Professional_Self-Employed,Craftsmen-Other,nonintact,white,0.0,between 0.6 and 3.3
Craftsman-Manufacturing,Salesman-Retail,nonintact,white,3.7,between 0.6 and 3.3
Craftsmen-Other,Laborer-Nonmanufacturing,intact,white,99.5,greater than 14.6
Service_Worker,Laborer-Manufacturing,nonintact,white,13.0,between 3.3 and 14.6
Operative-Nonmanufacturing,Laborer-Manufacturing,intact,black,3.5,between 3.3 and 14.6
Salesman-Nonretail,Operative-Nonmanufacturing,intact,black,0.6,less than 0.6
Farm_Laborer,Salesman-Retail,nonintact,black,0.0,less than 0.6
Laborer-Manufacturing,Professional_Self-Employed,nonintact,black,0.0,less than 0.6
Farmer/Farm_Manager,Salesman-Retail,nonintact,white,8.7,between 3.3 and 14.6
Salesman-Nonretail,Service_Worker,intact,black,0.0,less than 0.6
Operative-Nonmanufacturing,Operative-Manufacturing,nonintact,white,23.0,greater than 14.6
Laborer-Nonmanufacturing,Salesman-Nonretail,intact,black,0.7,between 0.6 and 3.3
Craftsman-Manufacturing,Laborer-Manufacturing,intact,black,3.7,between 0.6 and 3.3
Service_Worker,Proprietor,nonintact,black,0.0,between 0.6 and 3.3
Craftsmen-Other,Operative-Nonmanufacturing,intact,white,163.7,greater than 14.6
Craftsmen-Other,Service_Worker,intact,white,43.5,greater than 14.6
