Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
NYM,NL,1991,646,77,0.317,0.365,0.244,0,,,161,,,less than 652.0
BOS,AL,2011,737,90,0.349,0.461,0.28,0,,,162,0.322,0.392,greater than 775.0
CHC,NL,1977,739,81,0.33,0.387,0.266,0,,,162,,,between 652.0 and 711.0
TEX,AL,1998,871,88,0.357,0.462,0.289,1,8.0,4.0,162,,,greater than 775.0
SFG,NL,1998,739,89,0.353,0.421,0.2739999999999999,0,,,163,,,greater than 775.0
PHI,NL,1977,668,101,0.346,0.4479999999999999,0.2789999999999999,1,2.0,3.0,162,,,greater than 775.0
CHW,AL,1969,723,68,0.32,0.357,0.247,0,,,162,,,less than 652.0
BAL,AL,1985,764,83,0.336,0.43,0.263,0,,,161,,,greater than 775.0
NYM,NL,2010,652,79,0.314,0.3829999999999999,0.249,0,,,162,0.33,0.3939999999999999,between 652.0 and 711.0
SFG,NL,2010,583,92,0.321,0.408,0.257,1,5.0,1.0,162,0.313,0.37,between 652.0 and 711.0
MIN,AL,1984,675,81,0.318,0.385,0.265,0,,,162,,,between 652.0 and 711.0
SDP,NL,2010,581,90,0.317,0.371,0.246,0,,,162,0.308,0.368,between 652.0 and 711.0
CLE,AL,1997,815,86,0.358,0.467,0.286,1,6.0,2.0,161,,,greater than 775.0
HOU,NL,1983,646,85,0.32,0.375,0.257,0,,,162,,,less than 652.0
MIN,AL,1998,818,70,0.3279999999999999,0.389,0.266,0,,,162,,,between 711.0 and 775.0
CHC,NL,1979,707,80,0.3289999999999999,0.4029999999999999,0.2689999999999999,0,,,162,,,between 652.0 and 711.0
PHI,NL,1976,557,101,0.3379999999999999,0.395,0.272,1,2.0,3.0,162,,,between 711.0 and 775.0
LAD,NL,1999,787,77,0.3389999999999999,0.42,0.266,0,,,162,0.336,0.422,greater than 775.0
CIN,NL,1969,768,89,0.335,0.422,0.2769999999999999,0,,,163,,,greater than 775.0
LAD,NL,1977,582,98,0.336,0.418,0.266,1,4.0,2.0,162,,,between 711.0 and 775.0
PHI,NL,1987,749,80,0.327,0.41,0.254,0,,,162,,,between 652.0 and 711.0
LAD,NL,2009,611,95,0.346,0.412,0.27,1,3.0,3.0,162,0.312,0.361,greater than 775.0
CIN,NL,1991,691,74,0.32,0.4029999999999999,0.258,0,,,162,,,between 652.0 and 711.0
TEX,AL,1989,714,83,0.326,0.3939999999999999,0.263,0,,,162,,,between 652.0 and 711.0
BAL,AL,2010,785,66,0.316,0.386,0.259,0,,,162,0.336,0.434,less than 652.0
FLA,NL,2003,692,91,0.3329999999999999,0.421,0.266,1,5.0,1.0,162,0.325,0.396,between 711.0 and 775.0
BOS,AL,1982,713,89,0.34,0.407,0.2739999999999999,0,,,162,,,between 711.0 and 775.0
TOR,AL,2005,705,80,0.331,0.407,0.265,0,,,162,0.324,0.418,greater than 775.0
LAA,AL,2005,643,95,0.325,0.409,0.27,1,3.0,3.0,162,0.312,0.401,between 711.0 and 775.0
STL,NL,2008,725,86,0.35,0.433,0.281,0,,,162,0.332,0.431,greater than 775.0
PIT,NL,1966,641,92,0.3289999999999999,0.428,0.2789999999999999,0,,,162,,,between 711.0 and 775.0
KCR,AL,2000,930,77,0.348,0.425,0.288,0,,,162,0.362,0.474,greater than 775.0
TOR,AL,2009,771,75,0.3329999999999999,0.44,0.266,0,,,162,0.3389999999999999,0.434,greater than 775.0
CAL,AL,1979,768,88,0.351,0.429,0.282,1,4.0,3.0,162,,,greater than 775.0
DET,AL,2004,844,72,0.337,0.449,0.272,0,,,162,0.34,0.441,greater than 775.0
NYY,AL,1964,577,99,0.317,0.387,0.253,1,1.0,2.0,164,,,between 711.0 and 775.0
DET,AL,2012,670,88,0.335,0.422,0.268,1,6.0,2.0,162,0.314,0.402,between 711.0 and 775.0
TOR,AL,1998,768,88,0.34,0.4479999999999999,0.266,0,,,163,,,greater than 775.0
BAL,AL,1976,598,88,0.31,0.358,0.243,0,,,162,,,less than 652.0
TOR,AL,2000,908,83,0.341,0.469,0.275,0,,,162,0.354,0.456,greater than 775.0
SDP,NL,1986,723,74,0.321,0.3879999999999999,0.261,0,,,162,,,between 652.0 and 711.0
CHW,AL,1975,703,75,0.331,0.358,0.255,0,,,161,,,between 652.0 and 711.0
STL,NL,1992,604,83,0.3229999999999999,0.375,0.262,0,,,162,,,less than 652.0
FLA,NL,1997,669,92,0.346,0.395,0.259,1,4.0,1.0,162,,,between 711.0 and 775.0
BOS,AL,1966,731,72,0.31,0.376,0.24,0,,,162,,,between 652.0 and 711.0
SFG,NL,2008,759,72,0.321,0.382,0.262,0,,,162,0.341,0.4039999999999999,less than 652.0
SEA,AL,1996,895,85,0.366,0.484,0.287,0,,,161,,,greater than 775.0
CHW,AL,1966,517,83,0.297,0.331,0.231,0,,,163,,,less than 652.0
CHW,AL,1992,690,86,0.336,0.3829999999999999,0.261,0,,,162,,,between 711.0 and 775.0
TEX,AL,2007,844,75,0.3279999999999999,0.426,0.263,0,,,162,0.356,0.423,greater than 775.0
PIT,NL,1964,636,80,0.315,0.389,0.264,0,,,162,,,between 652.0 and 711.0
SFG,NL,1977,711,75,0.3229999999999999,0.3829999999999999,0.253,0,,,162,,,between 652.0 and 711.0
BOS,AL,1989,735,83,0.351,0.4029999999999999,0.2769999999999999,0,,,162,,,between 711.0 and 775.0
NYY,AL,1962,680,96,0.337,0.426,0.267,1,2.0,1.0,162,,,greater than 775.0
CLE,AL,2012,845,68,0.324,0.381,0.251,0,,,162,0.336,0.43,between 652.0 and 711.0
CHC,NL,1971,648,83,0.325,0.3779999999999999,0.258,0,,,162,,,less than 652.0
SDP,NL,1978,598,84,0.321,0.348,0.252,0,,,162,,,less than 652.0
TBD,AL,2001,887,62,0.32,0.3879999999999999,0.258,0,,,162,0.345,0.452,between 652.0 and 711.0
TOR,AL,2002,828,78,0.327,0.43,0.261,0,,,162,0.344,0.431,greater than 775.0
TOR,AL,1985,588,99,0.331,0.425,0.2689999999999999,1,2.0,3.0,161,,,between 711.0 and 775.0
CLE,AL,1978,694,69,0.3229999999999999,0.379,0.261,0,,,159,,,less than 652.0
NYM,NL,2004,731,71,0.317,0.409,0.249,0,,,162,0.335,0.405,between 652.0 and 711.0
SEA,AL,1977,855,64,0.312,0.381,0.256,0,,,162,,,less than 652.0
PIT,NL,1976,630,92,0.321,0.391,0.267,0,,,162,,,between 652.0 and 711.0
TEX,AL,1982,749,64,0.308,0.359,0.249,0,,,162,,,less than 652.0
PIT,NL,1989,680,74,0.311,0.359,0.241,0,,,164,,,less than 652.0
MIN,AL,1975,736,76,0.341,0.386,0.271,0,,,159,,,between 711.0 and 775.0
OAK,AL,1993,846,68,0.33,0.3939999999999999,0.254,0,,,162,,,between 711.0 and 775.0
NYM,NL,1979,706,63,0.313,0.35,0.25,0,,,163,,,less than 652.0
BOS,AL,1986,696,95,0.346,0.415,0.271,1,3.0,2.0,161,,,greater than 775.0
STL,NL,1977,688,83,0.33,0.3879999999999999,0.27,0,,,162,,,between 711.0 and 775.0
STL,NL,1965,674,80,0.314,0.371,0.254,0,,,162,,,between 652.0 and 711.0
OAK,AL,1998,866,74,0.3379999999999999,0.397,0.257,0,,,162,,,greater than 775.0
STL,NL,1993,744,87,0.341,0.395,0.272,0,,,162,,,between 711.0 and 775.0
ATL,NL,1967,640,77,0.307,0.372,0.24,0,,,162,,,less than 652.0
NYY,AL,2005,789,95,0.355,0.45,0.276,1,3.0,4.0,162,0.332,0.422,greater than 775.0
BOS,AL,1969,736,87,0.3329999999999999,0.415,0.251,0,,,162,,,between 711.0 and 775.0
BAL,AL,2005,800,74,0.327,0.434,0.2689999999999999,0,,,162,0.336,0.416,between 711.0 and 775.0
OAK,AL,2010,626,81,0.324,0.3779999999999999,0.256,0,,,162,0.313,0.379,between 652.0 and 711.0
TOR,AL,2008,610,86,0.331,0.3989999999999999,0.264,0,,,162,0.309,0.38,between 711.0 and 775.0
KCR,AL,1989,635,92,0.3289999999999999,0.373,0.261,0,,,162,,,between 652.0 and 711.0
NYM,NL,1976,538,86,0.319,0.352,0.246,0,,,162,,,less than 652.0
DET,AL,1989,816,59,0.318,0.351,0.242,0,,,162,,,less than 652.0
LAA,AL,2008,697,100,0.33,0.413,0.268,1,1.0,4.0,162,0.3229999999999999,0.406,between 711.0 and 775.0
CHW,AL,1980,722,70,0.311,0.37,0.259,0,,,162,,,less than 652.0
NYM,NL,1999,711,97,0.363,0.434,0.2789999999999999,1,4.0,3.0,163,0.331,0.418,greater than 775.0
OAK,AL,1986,760,76,0.322,0.39,0.252,0,,,162,,,between 711.0 and 775.0
BAL,AL,1993,745,85,0.346,0.413,0.267,0,,,162,,,greater than 775.0
CHW,AL,1970,822,56,0.315,0.362,0.253,0,,,162,,,less than 652.0
TEX,AL,1996,799,90,0.358,0.469,0.284,1,5.0,4.0,163,,,greater than 775.0
SEP,AL,1969,799,64,0.316,0.346,0.2339999999999999,0,,,163,,,less than 652.0
MON,NL,2001,812,68,0.319,0.396,0.253,0,,,162,0.3389999999999999,0.441,between 652.0 and 711.0
STL,NL,2000,771,95,0.356,0.455,0.27,1,2.0,3.0,162,0.3379999999999999,0.434,greater than 775.0
ARI,NL,2012,688,81,0.3279999999999999,0.418,0.259,0,,,162,0.317,0.415,between 711.0 and 775.0
ANA,AL,2000,869,82,0.352,0.472,0.28,0,,,162,0.351,0.4529999999999999,greater than 775.0
MIN,AL,1965,600,102,0.324,0.3989999999999999,0.254,1,1.0,2.0,162,,,between 711.0 and 775.0
STL,NL,1997,708,73,0.324,0.396,0.255,0,,,162,,,between 652.0 and 711.0
ATL,NL,1980,660,81,0.307,0.38,0.25,0,,,161,,,less than 652.0
CAL,AL,1967,587,84,0.301,0.349,0.238,0,,,161,,,less than 652.0
SDP,NL,2007,666,89,0.322,0.411,0.251,0,,,163,0.311,0.374,between 711.0 and 775.0
ANA,AL,1997,794,84,0.346,0.416,0.272,0,,,162,,,greater than 775.0
CHW,AL,2008,729,89,0.332,0.4479999999999999,0.263,1,6.0,4.0,163,0.32,0.41,greater than 775.0
HOU,NL,1987,678,76,0.318,0.373,0.253,0,,,162,,,less than 652.0
SFG,NL,1993,636,103,0.34,0.427,0.276,0,,,162,,,greater than 775.0
ARI,NL,2009,782,70,0.324,0.418,0.253,0,,,162,0.33,0.419,between 711.0 and 775.0
WSA,AL,1964,733,62,0.299,0.348,0.231,0,,,162,,,less than 652.0
ATL,NL,2006,805,79,0.337,0.455,0.27,0,,,162,0.3429999999999999,0.4379999999999999,greater than 775.0
CAL,AL,1986,684,92,0.3379999999999999,0.4039999999999999,0.255,1,4.0,3.0,162,,,greater than 775.0
SEA,AL,1999,905,79,0.3429999999999999,0.455,0.2689999999999999,0,,,162,0.368,0.4539999999999999,greater than 775.0
FLA,NL,2004,700,83,0.3289999999999999,0.406,0.264,0,,,162,0.324,0.412,between 711.0 and 775.0
DET,AL,2010,743,81,0.335,0.415,0.268,0,,,162,0.332,0.4,between 711.0 and 775.0
HOU,NL,2008,743,86,0.3229999999999999,0.415,0.263,0,,,161,0.3279999999999999,0.44,between 711.0 and 775.0
ANA,AL,2002,644,99,0.341,0.433,0.282,1,3.0,1.0,162,0.314,0.392,greater than 775.0
MIL,AL,1982,717,95,0.335,0.455,0.2789999999999999,1,1.0,2.0,163,,,greater than 775.0
STL,NL,2002,648,97,0.3379999999999999,0.425,0.268,1,5.0,3.0,162,0.3229999999999999,0.386,greater than 775.0
MLN,NL,1963,603,84,0.312,0.37,0.244,0,,,163,,,between 652.0 and 711.0
PIT,NL,1996,833,73,0.3289999999999999,0.407,0.266,0,,,162,,,greater than 775.0
CIN,NL,1976,633,102,0.357,0.424,0.28,1,1.0,1.0,162,,,greater than 775.0
SFG,NL,1969,636,90,0.3339999999999999,0.361,0.242,0,,,162,,,between 711.0 and 775.0
NYM,NL,1996,779,71,0.324,0.412,0.27,0,,,162,,,between 711.0 and 775.0
CLE,AL,2001,821,91,0.35,0.4579999999999999,0.278,1,6.0,4.0,162,0.341,0.417,greater than 775.0
PHI,NL,1968,615,76,0.294,0.3329999999999999,0.233,0,,,162,,,less than 652.0
LAD,NL,2007,727,82,0.337,0.406,0.275,0,,,162,0.326,0.3989999999999999,between 711.0 and 775.0
TOR,AL,2012,784,73,0.309,0.407,0.245,0,,,162,0.335,0.4379999999999999,between 711.0 and 775.0
FLA,NL,1993,724,64,0.314,0.346,0.248,0,,,162,,,less than 652.0
LAA,AL,2006,732,89,0.3339999999999999,0.425,0.2739999999999999,0,,,162,0.316,0.402,between 711.0 and 775.0
CAL,AL,1987,803,75,0.326,0.401,0.252,0,,,162,,,between 711.0 and 775.0
STL,NL,1980,710,74,0.3279999999999999,0.4,0.275,0,,,162,,,between 711.0 and 775.0
OAK,AL,2007,758,76,0.3379999999999999,0.407,0.256,0,,,162,0.3289999999999999,0.4039999999999999,between 711.0 and 775.0
CHC,NL,1984,658,96,0.331,0.397,0.26,1,2.0,3.0,161,,,between 711.0 and 775.0
MON,NL,1988,592,81,0.309,0.373,0.251,0,,,163,,,less than 652.0
SEA,AL,2007,813,88,0.337,0.425,0.287,0,,,162,0.349,0.431,greater than 775.0
KCR,AL,1993,694,84,0.32,0.397,0.263,0,,,162,,,between 652.0 and 711.0
BAL,AL,1974,612,91,0.322,0.37,0.256,1,2.0,3.0,162,,,between 652.0 and 711.0
SFG,NL,1985,674,62,0.299,0.348,0.233,0,,,162,,,less than 652.0
LAD,NL,1996,652,90,0.316,0.384,0.252,1,5.0,4.0,162,,,between 652.0 and 711.0
LAA,AL,2010,702,80,0.311,0.39,0.248,0,,,162,0.327,0.4029999999999999,between 652.0 and 711.0
LAD,NL,1971,587,89,0.325,0.37,0.266,0,,,162,,,between 652.0 and 711.0
BAL,AL,1990,698,76,0.33,0.37,0.245,0,,,161,,,between 652.0 and 711.0
PIT,NL,1988,616,85,0.317,0.369,0.247,0,,,160,,,less than 652.0
SFG,NL,2005,745,75,0.319,0.396,0.261,0,,,162,0.336,0.412,less than 652.0
CHC,NL,2005,714,79,0.324,0.44,0.27,0,,,162,0.325,0.407,between 652.0 and 711.0
CLE,AL,1973,826,71,0.315,0.387,0.256,0,,,162,,,between 652.0 and 711.0
KCR,AL,2008,781,75,0.32,0.397,0.2689999999999999,0,,,162,0.3279999999999999,0.415,between 652.0 and 711.0
SFG,NL,1980,634,75,0.308,0.342,0.244,0,,,161,,,less than 652.0
CAL,AL,1983,779,70,0.322,0.3929999999999999,0.26,0,,,162,,,between 711.0 and 775.0
CAL,AL,1973,657,79,0.318,0.348,0.253,0,,,162,,,less than 652.0
CHW,AL,2006,794,90,0.342,0.4639999999999999,0.28,0,,,162,0.326,0.44,greater than 775.0
HOU,NL,2011,796,56,0.311,0.374,0.258,0,,,162,0.337,0.432,less than 652.0
NYY,AL,2009,753,103,0.362,0.478,0.283,1,1.0,1.0,162,0.327,0.408,greater than 775.0
BAL,AL,1977,653,97,0.3289999999999999,0.3929999999999999,0.261,0,,,161,,,between 711.0 and 775.0
DET,AL,1991,794,84,0.3329999999999999,0.416,0.247,0,,,162,,,greater than 775.0
MON,NL,1978,611,76,0.306,0.379,0.254,0,,,162,,,less than 652.0
WSA,AL,1971,660,63,0.307,0.326,0.23,0,,,159,,,less than 652.0
BAL,AL,1962,680,77,0.314,0.387,0.248,0,,,162,,,between 652.0 and 711.0
CHW,AL,1996,794,85,0.36,0.447,0.281,0,,,162,,,greater than 775.0
NYY,AL,1997,688,96,0.362,0.436,0.287,1,3.0,4.0,162,,,greater than 775.0
SFG,NL,2012,649,94,0.327,0.397,0.2689999999999999,1,4.0,1.0,162,0.313,0.3929999999999999,between 711.0 and 775.0
NYY,AL,1986,738,90,0.347,0.43,0.271,0,,,162,,,greater than 775.0
TEX,AL,1986,743,87,0.331,0.428,0.267,0,,,162,,,between 711.0 and 775.0
TOR,AL,1983,726,89,0.3379999999999999,0.436,0.2769999999999999,0,,,162,,,greater than 775.0
SFG,NL,1971,644,90,0.3289999999999999,0.3779999999999999,0.247,1,3.0,3.0,162,,,between 652.0 and 711.0
CHW,AL,2000,839,95,0.356,0.47,0.286,1,2.0,4.0,162,0.346,0.434,greater than 775.0
OAK,AL,1978,690,69,0.303,0.351,0.245,0,,,162,,,less than 652.0
NYM,NL,1963,774,51,0.285,0.315,0.2189999999999999,0,,,162,,,less than 652.0
SDP,NL,2000,815,76,0.33,0.402,0.254,0,,,162,0.34,0.416,between 711.0 and 775.0
CHC,NL,1997,759,68,0.321,0.396,0.263,0,,,162,,,between 652.0 and 711.0
SEA,AL,2004,823,63,0.331,0.396,0.27,0,,,162,0.3379999999999999,0.441,between 652.0 and 711.0
SFG,NL,1982,687,87,0.327,0.376,0.253,0,,,162,,,between 652.0 and 711.0
SDP,NL,2005,726,82,0.3329999999999999,0.391,0.257,1,6.0,4.0,162,0.322,0.408,between 652.0 and 711.0
SEA,AL,1998,855,76,0.345,0.4679999999999999,0.276,0,,,161,,,greater than 775.0
CHC,NL,1999,920,67,0.3289999999999999,0.42,0.257,0,,,162,0.346,0.467,between 711.0 and 775.0
LAD,NL,1979,717,79,0.331,0.412,0.263,0,,,162,,,between 711.0 and 775.0
TBD,AL,2007,944,66,0.336,0.433,0.268,0,,,162,0.358,0.467,greater than 775.0
NYY,AL,2012,668,95,0.337,0.4529999999999999,0.265,1,3.0,3.0,162,0.311,0.419,greater than 775.0
SFG,NL,1968,529,88,0.307,0.341,0.239,0,,,163,,,less than 652.0
NYY,AL,1979,672,89,0.3279999999999999,0.406,0.266,0,,,160,,,between 711.0 and 775.0
HOU,NL,1990,656,75,0.313,0.345,0.242,0,,,162,,,less than 652.0
ATL,NL,2010,629,91,0.3389999999999999,0.401,0.258,1,6.0,4.0,162,0.314,0.376,between 711.0 and 775.0
ATL,NL,2003,740,101,0.349,0.475,0.284,1,1.0,4.0,162,0.327,0.401,greater than 775.0
CHC,NL,1965,723,72,0.307,0.358,0.238,0,,,164,,,less than 652.0
CLE,AL,2003,778,68,0.316,0.401,0.254,0,,,162,0.3289999999999999,0.426,between 652.0 and 711.0
NYY,AL,1976,575,97,0.3279999999999999,0.389,0.2689999999999999,1,3.0,2.0,159,,,between 711.0 and 775.0
CHC,NL,1986,781,70,0.318,0.3979999999999999,0.256,0,,,160,,,between 652.0 and 711.0
CLE,AL,2000,816,90,0.367,0.47,0.288,0,,,162,0.35,0.425,greater than 775.0
MON,NL,1976,734,55,0.291,0.34,0.235,0,,,162,,,less than 652.0
SEA,AL,1979,820,67,0.331,0.4039999999999999,0.2689999999999999,0,,,162,,,between 711.0 and 775.0
MIL,AL,1977,765,67,0.314,0.389,0.258,0,,,162,,,less than 652.0
CIN,NL,1983,710,74,0.314,0.356,0.239,0,,,162,,,less than 652.0
CHW,AL,1973,705,77,0.324,0.372,0.256,0,,,162,,,between 652.0 and 711.0
MIN,AL,1992,653,90,0.341,0.391,0.2769999999999999,0,,,162,,,between 711.0 and 775.0
CLE,AL,1976,615,81,0.321,0.359,0.263,0,,,159,,,less than 652.0
TEX,AL,1987,849,75,0.3329999999999999,0.43,0.266,0,,,162,,,greater than 775.0
CHC,NL,1975,827,75,0.3379999999999999,0.368,0.259,0,,,162,,,between 711.0 and 775.0
CIN,NL,1997,764,76,0.321,0.389,0.253,0,,,162,,,less than 652.0
BAL,AL,1999,815,78,0.353,0.447,0.2789999999999999,0,,,162,0.35,0.441,greater than 775.0
LAD,NL,1987,675,73,0.309,0.371,0.252,0,,,162,,,less than 652.0
OAK,AL,1975,606,98,0.3329999999999999,0.391,0.254,1,2.0,3.0,162,,,between 711.0 and 775.0
CHC,NL,1964,724,76,0.314,0.39,0.251,0,,,162,,,less than 652.0
MIL,NL,2000,826,73,0.325,0.4029999999999999,0.246,0,,,163,0.357,0.42,between 711.0 and 775.0
PIT,NL,1999,782,78,0.3339999999999999,0.419,0.259,0,,,161,0.3429999999999999,0.42,greater than 775.0
LAD,NL,2010,692,80,0.322,0.379,0.252,0,,,162,0.316,0.3779999999999999,between 652.0 and 711.0
WSA,AL,1966,659,71,0.295,0.355,0.2339999999999999,0,,,159,,,less than 652.0
MIN,AL,1973,692,81,0.342,0.3929999999999999,0.27,0,,,162,,,between 711.0 and 775.0
SDP,NL,1996,682,91,0.3379999999999999,0.402,0.265,1,4.0,4.0,162,,,between 711.0 and 775.0
BAL,AL,1979,582,102,0.336,0.419,0.261,1,1.0,2.0,159,,,between 711.0 and 775.0
CHC,NL,1989,623,93,0.319,0.387,0.261,1,2.0,3.0,162,,,between 652.0 and 711.0
SFG,NL,2009,611,88,0.309,0.389,0.257,0,,,162,0.314,0.372,between 652.0 and 711.0
TBD,AL,1999,913,69,0.3429999999999999,0.411,0.2739999999999999,0,,,162,0.371,0.4479999999999999,between 711.0 and 775.0
NYM,NL,1990,613,91,0.3229999999999999,0.408,0.256,0,,,162,,,greater than 775.0
PHI,NL,1990,729,77,0.327,0.363,0.255,0,,,162,,,less than 652.0
WSN,NL,2010,742,69,0.318,0.39,0.25,0,,,162,0.33,0.41,between 652.0 and 711.0
BAL,AL,1978,633,90,0.326,0.396,0.258,0,,,161,,,between 652.0 and 711.0
DET,AL,1964,678,85,0.319,0.395,0.253,0,,,163,,,between 652.0 and 711.0
PHI,NL,1996,790,67,0.325,0.387,0.256,0,,,162,,,less than 652.0
CAL,AL,1976,631,76,0.306,0.318,0.235,0,,,162,,,less than 652.0
KCR,AL,1976,611,90,0.327,0.371,0.2689999999999999,1,4.0,3.0,162,,,between 711.0 and 775.0
DET,AL,1976,709,74,0.315,0.365,0.257,0,,,161,,,less than 652.0
KCR,AL,2012,746,72,0.317,0.4,0.265,0,,,162,0.3389999999999999,0.423,between 652.0 and 711.0
CHW,AL,1999,870,75,0.337,0.429,0.2769999999999999,0,,,162,0.353,0.447,greater than 775.0
BOS,AL,1968,611,86,0.313,0.352,0.236,0,,,162,,,less than 652.0
SEA,AL,1992,799,64,0.3229999999999999,0.402,0.263,0,,,162,,,between 652.0 and 711.0
KCR,AL,2011,762,71,0.3289999999999999,0.415,0.275,0,,,162,0.337,0.425,between 711.0 and 775.0
NYM,NL,2007,750,88,0.342,0.432,0.275,0,,,162,0.3289999999999999,0.409,greater than 775.0
STL,NL,1999,838,75,0.3379999999999999,0.426,0.262,0,,,161,0.355,0.427,greater than 775.0
NYY,AL,1991,777,71,0.316,0.387,0.256,0,,,162,,,between 652.0 and 711.0
TBD,AL,2004,842,70,0.32,0.405,0.258,0,,,161,0.342,0.4379999999999999,between 711.0 and 775.0
CLE,AL,1969,717,62,0.307,0.345,0.237,0,,,161,,,less than 652.0
CHW,AL,1998,931,80,0.3389999999999999,0.444,0.271,0,,,163,,,greater than 775.0
ATL,NL,1986,719,72,0.319,0.381,0.25,0,,,161,,,less than 652.0
KCR,AL,1992,667,72,0.315,0.364,0.256,0,,,162,,,less than 652.0
BAL,AL,1965,578,94,0.307,0.363,0.238,0,,,162,,,less than 652.0
KCR,AL,1987,691,83,0.3279999999999999,0.412,0.262,0,,,162,,,between 711.0 and 775.0
TOR,AL,1987,655,96,0.336,0.446,0.2689999999999999,0,,,162,,,greater than 775.0
OAK,AL,1969,678,88,0.3289999999999999,0.376,0.249,0,,,162,,,between 711.0 and 775.0
NYY,AL,1963,547,104,0.309,0.4029999999999999,0.252,1,1.0,2.0,161,,,between 711.0 and 775.0
DET,AL,2007,797,88,0.345,0.4579999999999999,0.287,0,,,162,0.3379999999999999,0.427,greater than 775.0
LAD,NL,1976,543,92,0.313,0.349,0.251,0,,,162,,,less than 652.0
MON,NL,2004,769,67,0.313,0.392,0.249,0,,,162,0.342,0.431,less than 652.0
NYM,NL,1971,550,83,0.319,0.351,0.249,0,,,162,,,less than 652.0
CHC,NL,2001,701,88,0.336,0.43,0.261,0,,,162,0.321,0.3979999999999999,greater than 775.0
MIL,NL,2012,733,83,0.325,0.437,0.259,0,,,162,0.326,0.414,greater than 775.0
PHI,NL,1970,730,73,0.305,0.356,0.238,0,,,161,,,less than 652.0
SEA,AL,2002,699,93,0.35,0.419,0.275,0,,,162,0.315,0.41,greater than 775.0
SEA,AL,1990,680,77,0.3329999999999999,0.373,0.259,0,,,162,,,less than 652.0
NYY,AL,1969,587,80,0.308,0.344,0.235,0,,,162,,,less than 652.0
SFG,NL,1962,690,103,0.341,0.441,0.278,1,1.0,2.0,165,,,greater than 775.0
NYM,NL,1964,776,53,0.296,0.348,0.246,0,,,163,,,less than 652.0
KCR,AL,2005,935,56,0.32,0.396,0.263,0,,,162,0.362,0.4629999999999999,between 652.0 and 711.0
WSN,NL,2007,783,73,0.325,0.39,0.256,0,,,162,0.3389999999999999,0.433,between 652.0 and 711.0
DET,AL,2009,745,86,0.331,0.416,0.26,0,,,163,0.336,0.422,between 711.0 and 775.0
NYM,NL,1984,676,90,0.32,0.369,0.257,0,,,162,,,between 652.0 and 711.0
MIN,AL,1993,830,71,0.327,0.385,0.264,0,,,162,,,between 652.0 and 711.0
PIT,NL,1984,567,75,0.31,0.363,0.255,0,,,162,,,less than 652.0
SDP,NL,2012,710,76,0.319,0.38,0.247,0,,,162,0.319,0.3979999999999999,less than 652.0
STL,NL,2001,684,93,0.3389999999999999,0.441,0.27,1,4.0,4.0,162,0.3279999999999999,0.428,greater than 775.0
OAK,AL,1985,787,77,0.325,0.401,0.264,0,,,162,,,between 711.0 and 775.0
CIN,NL,1966,702,76,0.309,0.395,0.26,0,,,160,,,between 652.0 and 711.0
HOU,NL,1966,695,72,0.318,0.365,0.255,0,,,163,,,less than 652.0
TOR,AL,1990,661,86,0.3279999999999999,0.419,0.265,0,,,162,,,between 711.0 and 775.0
CHC,NL,1970,679,84,0.3329999999999999,0.415,0.259,0,,,162,,,greater than 775.0
DET,AL,2001,876,66,0.32,0.409,0.26,0,,,162,0.357,0.461,between 711.0 and 775.0
FLA,NL,1998,923,54,0.317,0.373,0.248,0,,,162,,,between 652.0 and 711.0
CIN,NL,1980,670,89,0.327,0.386,0.262,0,,,163,,,between 652.0 and 711.0
CLE,AL,2005,642,93,0.3339999999999999,0.4529999999999999,0.271,0,,,162,0.302,0.387,greater than 775.0
SEA,AL,2006,792,78,0.325,0.424,0.272,0,,,162,0.337,0.432,between 711.0 and 775.0
KCR,AL,1975,649,91,0.3329999999999999,0.3939999999999999,0.261,0,,,162,,,between 652.0 and 711.0
CHC,NL,1974,826,66,0.327,0.365,0.251,0,,,162,,,between 652.0 and 711.0
BOS,AL,2009,736,95,0.352,0.4539999999999999,0.27,1,3.0,4.0,162,0.335,0.422,greater than 775.0
TEX,AL,1980,752,76,0.3389999999999999,0.405,0.284,0,,,163,,,between 711.0 and 775.0
COL,NL,2010,717,83,0.336,0.425,0.263,0,,,162,0.326,0.397,between 711.0 and 775.0
TEX,AL,1976,652,76,0.321,0.341,0.25,0,,,162,,,less than 652.0
LAD,NL,2003,556,85,0.303,0.368,0.243,0,,,162,0.306,0.354,less than 652.0
CIN,NL,1986,717,86,0.325,0.387,0.254,0,,,162,,,between 711.0 and 775.0
STL,NL,2010,641,86,0.332,0.402,0.263,0,,,162,0.319,0.387,between 711.0 and 775.0
LAD,NL,1998,678,83,0.31,0.387,0.252,0,,,162,,,between 652.0 and 711.0
SEA,AL,1980,793,59,0.308,0.356,0.248,0,,,163,,,less than 652.0
BOS,AL,2007,657,96,0.362,0.444,0.2789999999999999,1,1.0,1.0,162,0.314,0.392,greater than 775.0
MIL,NL,2010,804,77,0.335,0.424,0.262,0,,,162,0.3379999999999999,0.427,between 711.0 and 775.0
CHC,NL,1969,611,92,0.3229999999999999,0.384,0.253,0,,,163,,,between 711.0 and 775.0
SEA,AL,1983,740,60,0.301,0.36,0.24,0,,,162,,,less than 652.0
