response_id,state,congress_district,county,age,gender,weight,extra_covid_worn_mask,vote_2020,pid7,worn,day,month,year,hour,minute,second
4807602.0,North Carolina,0,0.0,35.0,Male,0.103819825,Yes,I am not sure/don't know,Independent,True,7.0,6.0,2020.0,16.0,2.0,0.0
6401008.0,Texas,0,0.0,59.0,Female,0.021172179,Yes,Donald Trump,Strong Republican,True,24.0,10.0,2020.0,9.0,56.0,52.0
6108768.0,Kansas,IL03,0.0,50.0,Female,0.64253014,Yes,Not Asked,Strong Democrat,True,11.0,10.0,2020.0,4.0,13.0,44.0
6105225.0,New Jersey,NJ08,0.0,30.0,Male,0.37719813,Yes,Joe Biden,Lean Republican,True,6.0,9.0,2020.0,16.0,2.6374822,22.0
5403663.5,South Carolina,NJ02,0.0,62.0,Female,1.003951,Yes,Joe Biden,Strong Democrat,True,15.0,7.0,2020.0,17.0,29.0,16.174591
5000903.5,Delaware,KS04,0.0,35.0,Male,0.13118926,Yes,Donald Trump,Independent,True,25.0,6.0,2020.0,13.0,36.0,23.0
6107690.0,Minnesota,PA01,0.0,54.0,Female,0.08497355,Yes,Donald Trump,Strong Republican,True,12.0,9.0,2020.0,9.0,14.2752695,30.0
6604697.5,Georgia,WA10,0.0,35.0,Male,1.3006825,Yes,Not Asked,Strong Republican,True,5.0,11.0,2020.0,23.0,55.0,28.0
6803192.0,Washington,DE00,0.0,35.0,Male,3.974027,Yes,Joe Biden,Strong Democrat,True,25.891817,10.0,2020.0,21.0,17.0,59.0
6307383.0,New Jersey,WV02,0.0,19.0,Female,4.9222484,Yes,Joe Biden,Strong Democrat,True,16.0,10.0,2020.0,16.0,32.0,1.0
7302112.0,Georgia,AZ06,0.0,27.0,Female,0.31425387,Yes,Joe Biden,Independent,True,10.0,12.0,2020.0,9.0,27.0,31.0
5406827.5,Virginia,OH01,0.0,40.66937,Female,0.68116575,Yes,I would not vote,Weak Democrat,True,26.0,7.0,2020.0,20.0,46.0,5.0
7005008.0,Nevada,FL07,0.0,40.0,Female,0.42960823,Yes,Joe Biden,Strong Democrat,True,10.0,11.0,2020.0,18.0,19.0,42.0
7266810.0,California,IL09,0.0,70.0,Female,0.5096064,Yes,Donald Trump,Weak Democrat,True,7.0,12.0,2020.0,18.0,51.0,43.0
7104928.5,Delaware,KY02,0.0,29.0,Female,0.08044594,No,Someone else:,Independent,False,27.0,11.0,2020.0,15.0,0.0,0.0
7302620.0,California,FL17,0.0,48.0,Female,0.56977516,Yes,Donald Trump,Weak Democrat,True,8.0,12.0,2020.0,9.0,5.0,16.0
4600106.0,California,MI12,0.0,34.0,Male,0.31251943,Yes,0,Strong Democrat,True,29.0,1.0,2020.0,8.0,10.0,46.0
5701299.5,Arizona,FL20,0.0,31.0,Male,0.27096844,Yes,Joe Biden,Strong Democrat,True,21.0,8.0,2020.0,9.0,34.0,51.0
5605980.5,Georgia,NE01,0.0,63.0,Female,0.45888346,Yes,Donald Trump,Weak Republican,True,30.0,7.0,2020.0,14.0,34.0,27.0
7702348.5,North Carolina,NE01,0.0,63.0,Female,0.2432125,Yes,Not Asked,Strong Republican,True,14.0,1.0,2021.0,20.0,56.0,39.0
6804979.5,Washington,NY11,0.0,38.0,Male,3.3249876,Yes,Joe Biden,Weak Democrat,True,23.0,11.0,2020.0,17.0,9.0,41.0
6600571.0,New Hampshire,NV01,0.0,28.0,Female,0.86170334,Yes,Joe Biden,Strong Democrat,True,9.0,10.0,2020.0,12.0,41.0,21.0
7502422.5,Illinois,FL23,0.0,27.0,Male,4.5051417,Yes,I am not sure/don't know,Lean Republican,True,27.0,12.0,2020.0,13.0,22.0,39.0
5102829.5,Georgia,NV03,0.0,27.0,Female,1.3782108,Yes,Donald Trump,Strong Republican,True,16.0,7.0,2020.0,14.0,33.0,30.0
6705684.0,Texas,CA32,0.0,41.0,Female,2.7911496,Yes,Not Asked,Lean Republican,True,4.0,10.0,2020.0,13.0,0.0,15.0
5101150.5,Delaware,MN08,0.0,21.20735,Male,1.6319976,Yes,Donald Trump,Strong Republican,True,21.0,7.0,2020.0,20.0,19.207447,38.0
4602681.0,Kentucky,FL13,0.0,51.0,Female,0.40800905,Yes,0,Strong Republican,True,31.0,6.0,2020.0,11.0,22.278452,33.0
7601419.5,Maine,IN08,0.0,47.0,Female,0.73036474,Yes,Joe Biden,Weak Democrat,True,28.0,12.0,2020.0,1.0,12.0,49.0
6008451.5,California,VA03,0.0,80.49501,Male,1.2325172,Yes,Not Asked,Weak Republican,True,14.0,9.0,2020.0,5.0,27.0,40.0
7101841.0,Nevada,CA48,0.0,56.0,Female,0.06957137,Yes,Not Asked,Independent,True,19.0,11.0,2020.0,6.0,4.0,9.0
6404489.0,Montana,FL13,0.0,34.0,Female,0.7636204,Yes,Joe Biden,Independent,True,8.0,10.0,2020.0,20.0,41.0,48.0
6602172.5,Texas,OH02,0.0,61.0,Male,0.20040059,Yes,Donald Trump,Strong Republican,True,20.0,10.0,2020.0,10.0,19.0,38.0
6305242.0,Texas,TX31,0.0,39.0,Male,2.5667596,Yes,Not Asked,Lean Democrat,True,13.0,10.0,2020.0,14.0,56.0,47.728233
7302649.0,Michigan,AL04,0.0,57.0,Male,4.7442155,Yes,Joe Biden,Strong Democrat,True,12.0,12.0,2020.0,10.0,50.0,42.0
6408620.0,New York,CO07,0.0,61.0,Male,0.2990503,Yes,Not Asked,Strong Democrat,True,25.0,10.0,2020.0,8.0,36.0,40.0
7302305.5,Virginia,WI01,0.0,34.0,Female,0.21360807,Yes,Not Asked,Strong Democrat,True,6.0,12.0,2020.0,9.0,37.0,41.0
6303781.0,New York,MI05,0.0,59.0,Female,0.1973543,Yes,Donald Trump,Strong Republican,True,25.0,10.0,2020.0,16.0,41.0,42.0
7300848.5,California,MT00,0.0,36.0,Male,1.0678557,Yes,Joe Biden,Weak Republican,True,6.0,12.0,2020.0,18.0,45.81162,15.0
5900763.0,Indiana,MD08,0.0,64.0,Female,0.39072034,Yes,Donald Trump,Strong Republican,True,21.0,8.0,2020.0,7.0,28.0,19.0
6601216.5,North Carolina,OH11,0.0,30.0,Female,0.26137158,Yes,Joe Biden,Weak Democrat,True,19.0,10.0,2020.0,1.0,24.0,12.0
4707046.5,West Virginia,NJ02,0.0,73.62681,Male,4.728516,Yes,Joe Biden,Strong Democrat,True,9.0,6.0,2020.0,10.0,38.0,13.0
6500339.0,Arizona,0,0.0,64.0,Female,5.0104914,Yes,I would not vote,Weak Republican,True,19.0,10.0,2020.0,16.0,11.0,58.0
7602005.5,Tennessee,TX03,0.0,76.0,Female,3.688555,Yes,Donald Trump,Strong Republican,True,23.0,12.0,2020.0,21.0,0.0,32.0
5003832.5,California,VA09,0.0,38.21847,Male,0.29424584,Yes,Donald Trump,Weak Republican,True,17.0,7.0,2020.0,17.0,33.0,59.0
7500765.5,North Carolina,NJ07,0.0,22.0,Female,0.120144516,Yes,Joe Biden,Strong Democrat,True,17.0,12.0,2020.0,9.0,10.0,48.0
6605413.0,California,MT00,0.0,63.0,Male,0.07779053,Yes,Donald Trump,Lean Republican,True,15.0,11.0,2020.0,4.0,21.0,55.0
6500692.5,Arizona,PA06,0.0,36.0,Male,0.4176804,Yes,Not Asked,Independent,True,24.0,10.0,2020.0,17.0,46.0,41.0
7308025.5,Tennessee,KY03,0.0,46.59387,Female,2.2662904,Yes,Donald Trump,Strong Republican,True,28.0,12.0,2020.0,17.0,23.0,26.0
6505784.0,Tennessee,NM01,0.0,20.97177,Male,2.3278084,Yes,Not Asked,Strong Democrat,True,24.0,10.0,2020.0,8.0,37.0,38.0
7704962.5,Louisiana,CA17,0.0,51.0,Female,0.082559705,Yes,Donald Trump,Lean Republican,True,15.0,1.0,2021.0,9.16345,30.0,7.0
7700399.5,California,NC02,0.0,20.0,Male,0.6196849,Yes,Joe Biden,Weak Democrat,True,30.0,12.0,2020.0,0.0,39.0,32.0
7403561.5,Florida,OH03,0.0,50.0,Female,0.47047257,Yes,Joe Biden,Weak Democrat,True,14.0,12.0,2020.0,13.0,47.0,9.0
6506716.5,Illinois,ME02,0.0,46.0,Male,1.7152948,Yes,Joe Biden,Lean Democrat,True,26.0,10.0,2020.0,16.0,31.0,26.0
4605741.0,New York,FL10,0.0,25.0,Male,0.95380414,Yes,0,Weak Democrat,True,2.0,6.0,2020.0,5.0,19.0,44.0
6802869.0,Maryland,VA02,0.0,29.0,Female,0.92972875,Yes,Not Asked,Strong Republican,True,26.0,10.0,2020.0,19.0,24.0,44.0
6407052.5,Utah,AZ02,0.0,59.0,Female,0.39839277,Yes,I am not sure/don't know,Independent,True,12.0,10.0,2020.0,8.0,10.0,29.343733
5703570.0,Wisconsin,NY23,0.0,63.0,Female,0.0928527,Yes,Joe Biden,Strong Democrat,True,13.0,8.0,2020.0,11.0,22.0,10.0
7204664.0,Georgia,PA14,0.0,28.0,Female,0.14063656,Yes,Donald Trump,Strong Republican,True,6.0,12.0,2020.0,8.0,55.0,32.0
6902756.0,New York,OR05,48201.0,53.0,Female,1.0255997,Yes,Donald Trump,Independent,True,26.0,10.0,2020.0,8.0,30.0,40.0
6506736.5,New Jersey,OH10,0.0,31.0,Female,0.760662,Yes,Not Asked,Lean Democrat,True,1.0,11.0,2020.0,11.0,39.0,46.0
6505826.0,Massachusetts,CT03,0.0,65.0,Male,0.11375579,Yes,Donald Trump,Strong Republican,True,26.0,10.0,2020.0,5.0,59.0,33.0
5305574.5,Kentucky,NC06,0.0,61.0,Female,0.5745122,Yes,Someone else:,Lean Republican,True,8.0,7.666821,2020.0,17.0,29.0,28.0
5304795.5,Texas,MA01,0.0,55.952446,Male,0.5235441,Yes,Joe Biden,Strong Democrat,True,23.0,7.0,2020.0,12.0,53.0,33.0
4608207.5,Florida,IL17,0.0,45.0,Female,0.15581661,Yes,Donald Trump,Strong Democrat,True,18.0,6.0,2020.0,16.0,17.0,36.0
4804182.0,New York,TN05,0.0,20.0,Female,0.38296613,Yes,Joe Biden,Lean Democrat,True,22.0,6.0,2020.0,13.813046,32.0,49.0
5402094.5,Washington,NY25,0.0,58.0,Male,0.40629137,Yes,Joe Biden,Weak Republican,True,23.0,7.0,2020.0,4.0,41.0,0.0
5005630.5,Washington,OK03,0.0,35.0,Female,0.70658034,No,Joe Biden,Strong Republican,False,14.0,7.0,2020.0,6.0,53.0,5.0
4605454.5,New York,FL08,0.0,66.0,Male,1.2362254,Yes,0,Lean Democrat,True,30.0,6.0,2020.0,12.340365,17.0,57.0
7206556.0,Tennessee,OH09,0.0,42.0,Female,0.27721578,Yes,Joe Biden,Weak Democrat,True,2.0,12.0,2020.0,5.0,56.0,28.0
7100360.0,New York,GA10,0.0,30.0,Female,7.5040043e-07,Yes,Joe Biden,Independent,True,22.0,11.0,2020.0,18.0,17.0,59.0
5707121.0,South Carolina,NY10,0.0,29.0,Male,2.375281,Yes,Joe Biden,Weak Republican,True,6.0,9.0,2020.0,5.0,6.0,38.0
5300553.0,Tennessee,PA16,47247.844,61.0,Male,5.0115476,Yes,Joe Biden,Lean Democrat,True,24.0,7.0,2020.0,19.0,32.0,2.0
7200850.5,New York,OH06,0.0,20.0,Female,2.3375387,No,Joe Biden,Weak Republican,False,30.0,11.0,2020.0,0.0,15.0,56.0
7606616.0,Pennsylvania,NY18,0.0,37.0,Male,0.024208007,Yes,Donald Trump,Strong Republican,True,28.0,12.0,2020.0,9.0,54.0,10.0
7209712.0,Illinois,TX24,0.0,48.0,Female,0.15040322,Yes,Joe Biden,Strong Democrat,True,8.0,12.0,2020.0,0.0,50.0,54.463226
7300160.0,New York,VA11,0.0,29.0,Male,0.17332365,No,Joe Biden,Strong Democrat,False,29.0,11.0,2020.0,13.0,11.0,2.0
5904390.0,Georgia,MD01,0.0,33.0,Male,0.2876083,Yes,Joe Biden,Weak Republican,True,5.0,9.0,2020.0,8.0,55.0,28.0
5942994.0,Texas,WI01,0.0,25.0,Female,3.3319778,Yes,Joe Biden,Lean Democrat,True,20.0,8.0,2020.0,0.0,10.0,56.0
5705022.0,Ohio,AL06,0.0,38.0,Male,1.0131694,Yes,Donald Trump,Strong Republican,True,7.0,9.0,2020.0,12.0,0.0,9.0
5001735.5,Washington,LA06,0.0,43.0,Female,0.08216157,Yes,Donald Trump,Strong Republican,True,12.0,7.0,2020.0,8.0,15.0,54.0
5404495.5,Georgia,FL07,0.0,40.0,Female,5.0150084,Yes,I would not vote,Independent,True,14.0,8.0,2020.0,8.0,29.0,17.0
7304827.0,Minnesota,TX08,0.0,53.0,Female,0.5901097,Yes,Joe Biden,Weak Democrat,True,3.0,12.0,2020.0,7.0,40.0,59.0
6100917.5,Washington,OH04,48201.0,21.0,Male,0.3041555,Yes,I am not eligible to vote,Strong Democrat,True,29.0,9.0,2020.0,12.0,59.0,1.0
6505667.5,Virginia,SC03,0.0,55.0,Female,4.9999547,Yes,Not Asked,Strong Democrat,True,20.0,10.0,2020.0,13.0,48.0,16.0
6100655.0,California,CA15,0.0,20.0,Female,0.305108,Yes,Not Asked,Strong Democrat,True,15.0,9.0,2020.0,11.0,26.0,13.0
6402800.5,California,WI05,0.0,32.0,Female,0.17632361,Yes,Not Asked,Strong Democrat,True,18.0,10.0,2020.0,20.0,42.0,12.0
4705622.0,Illinois,NJ11,0.0,18.0,Female,0.25546333,Yes,I am not sure/don't know,Independent,True,29.0,6.0,2020.0,13.0,59.0,37.0
7402458.0,Illinois,IL17,0.0,67.0,Female,0.077851824,Yes,Donald Trump,Weak Democrat,True,13.0,12.0,2020.0,13.0,21.0,34.0
6701802.0,Alabama,IN06,0.0,43.0,Male,1.7947794,No,Donald Trump,Strong Republican,False,21.0,10.0,2020.0,16.0,7.0,45.0
7204736.5,Hawaii,CA27,0.0,26.0,Male,0.41089797,Yes,Joe Biden,Lean Democrat,True,26.0,11.0,2020.0,20.0,3.0,54.0
6503177.5,New Jersey,TX02,0.0,27.0,Female,0.016559938,No,Not Asked,Independent,False,28.0,9.0,2020.0,16.0,28.0,28.0
5200440.0,Illinois,NY10,0.0,73.0,Male,0.510419,Yes,Joe Biden,Weak Republican,True,6.0,7.0,2020.0,5.0,46.0,0.0
5106799.5,Indiana,MO08,0.0,30.0,Female,0.2963618,Yes,Donald Trump,Weak Republican,True,8.0,7.0,2020.0,12.0,7.0,12.0
6602906.5,New York,TX36,0.0,40.73929,Male,0.8031516,Yes,Joe Biden,Strong Democrat,True,27.0,10.0,2020.0,10.0,27.0,57.0
6002745.5,Texas,VA01,0.0,42.0,Female,0.2060606,Yes,Joe Biden,Lean Democrat,True,13.0,9.0,2020.0,0.0,42.0,0.0
7103217.5,Florida,KY03,0.0,68.0,Male,1.1767453,Yes,Donald Trump,Independent,True,23.0,11.0,2020.0,5.0,19.0,11.0
6108488.0,Florida,KY05,0.0,69.0,Female,0.904224,Yes,Donald Trump,Lean Republican,True,11.0,10.0,2020.0,15.0,52.0,38.694748
5905082.0,California,MD01,0.0,56.0,Female,0.7453827,Yes,Joe Biden,Strong Democrat,True,24.0,8.0,2020.0,20.0,1.0,37.0
6206897.0,Michigan,NC11,0.0,20.0,Male,0.0050217872,Yes,Joe Biden,Weak Democrat,True,14.0,10.0,2020.0,8.0,24.0,53.0
7000537.0,Illinois,FL06,0.0,32.0,Female,0.2556762,Yes,Not Asked,Weak Democrat,True,19.0,11.0,2020.0,5.0,30.0,24.0
5004671.5,Pennsylvania,IL12,0.0,18.0,Male,0.58270776,No,Donald Trump,Independent,False,18.0,7.0,2020.0,23.0,6.0,23.0
5400457.5,Minnesota,CA43,0.0,59.0,Male,2.2350032,Yes,Donald Trump,Weak Republican,True,22.0,7.0,2020.0,12.0,3.0,28.0
7606336.5,Connecticut,AL03,0.0,45.0,Female,0.032135,No,I would not vote,Independent,False,15.0,1.0,2021.0,4.0,23.0,55.0
6404245.0,Georgia,HI01,0.0,50.0,Male,0.8798378,Yes,Not Asked,Weak Democrat,True,11.0,10.0,2020.0,14.0,34.749283,19.0
6903728.0,California,AZ08,0.0,18.0,Female,0.021659793,Yes,Joe Biden,Lean Democrat,True,20.0,10.0,2020.0,13.0,12.0,55.0
5300758.5,Florida,NM02,0.0,47.0,Female,0.6027307,Yes,I am not sure/don't know,Strong Democrat,True,9.0,8.0,2020.0,21.0,19.0,27.0
7207777.0,Washington,WV02,0.0,47.0,Male,0.7238335,Yes,Donald Trump,Weak Republican,True,5.0,12.0,2020.0,6.0,19.0,3.0
4607973.0,Arizona,MA08,31786.57,63.156986,Male,0.6431393,No,Donald Trump,Lean Republican,False,5.0,6.0,2020.0,10.0,11.0,20.0
5408295.0,Pennsylvania,0,0.0,50.0,Male,0.96480983,Yes,Donald Trump,Strong Republican,True,14.0,8.0,2020.0,4.0,58.0,28.0
5003794.5,Arizona,CT05,0.0,38.0,Female,0.5168133,No,Joe Biden,Independent,False,30.0,6.0,2020.0,12.0,52.0,31.0
6706959.5,Oregon,IL05,0.0,18.0,Female,2.8571467e-09,Yes,Joe Biden,Strong Democrat,True,28.0,10.0,2020.0,0.0,33.187393,37.0
6406416.0,Texas,MA08,0.0,18.0,Male,5.000001,Yes,Donald Trump,Independent,True,20.0,10.0,2020.0,6.0,25.0,56.0
7505207.0,California,TX31,0.0,33.0,Female,1.6583859,Yes,Joe Biden,Strong Democrat,True,21.0,12.0,2020.0,21.0,52.0,59.0
5500594.5,Texas,TX25,0.0,24.0,Male,0.08280482,Yes,Donald Trump,Strong Republican,True,9.0,7.0,2020.0,18.0,2.0,51.0
5407965.5,Texas,CO05,0.0,39.0,Female,0.09470947,Yes,Joe Biden,Weak Republican,True,24.75865,7.0,2020.0,9.0,57.22777,55.910564
6806367.0,Ohio,MN08,0.0,63.0,Male,2.1361094,Yes,Donald Trump,Weak Republican,True,23.0,11.0,2020.0,17.0,30.130033,32.0
4805276.5,New Jersey,LA06,0.0,55.0,Male,0.7590166,Yes,Donald Trump,Independent,True,19.0,6.0,2020.0,5.0,34.0,5.0
6709303.0,Massachusetts,KS03,0.0,44.0,Female,0.18838581,Yes,Donald Trump,Strong Republican,True,10.0,11.0,2020.0,17.0,31.0,33.0
5802299.5,New York,TN07,0.0,37.0,Female,0.5233173,Yes,Donald Trump,Strong Republican,True,18.0,8.0,2020.0,19.0,20.0,17.0
7304063.5,Illinois,NJ03,0.0,35.0,Female,0.38454238,Yes,Joe Biden,Strong Democrat,True,12.0,12.0,2020.0,13.0,42.0,24.0
7004122.5,Texas,NC07,0.0,62.0,Female,0.62370986,Yes,Donald Trump,Strong Republican,True,12.0,11.0,2020.0,7.0,22.0,42.0
7705021.0,Florida,NJ05,0.0,64.0,Female,0.7882559,Yes,Donald Trump,Lean Republican,True,15.542052,1.0,2021.0,18.0,10.0,27.0
5907662.0,Illinois,LA06,0.0,46.0,Female,0.5295824,Yes,Joe Biden,Strong Democrat,True,19.0,9.0,2020.0,8.0,52.0,22.0
6107762.0,Arizona,TX30,0.0,60.0,Female,0.06783892,Yes,Joe Biden,Strong Democrat,True,19.0,9.0,2020.0,4.0,16.0,52.0
6707925.0,New Jersey,KY06,0.0,22.0,Male,5.000991,Yes,Donald Trump,Independent,True,27.0,10.0,2020.0,8.0,16.0,54.0
7407251.5,Tennessee,NY05,0.0,31.0,Female,0.09827782,Yes,Not Asked,Strong Republican,True,16.0,12.0,2020.0,22.0,47.0,33.0
7407673.0,Michigan,WI02,0.0,31.0,Female,5.018183,Yes,Not Asked,Strong Democrat,True,19.0,12.0,2020.0,13.0,8.0,46.767254
5904215.0,Maryland,CO05,0.0,18.0,Male,0.03669507,Yes,Joe Biden,Strong Democrat,True,2.0,9.0,2020.0,8.0,10.0,35.0
6805630.5,Pennsylvania,KS02,0.0,25.0,Female,2.6773875,Yes,Not Asked,Independent,True,15.0,11.0,2020.0,7.0,16.0,47.0
5908306.5,Texas,TX25,0.0,68.0,Male,0.43162492,Yes,Joe Biden,Lean Democrat,True,12.0,8.0,2020.0,9.0,47.0,29.0
5102592.0,Texas,KY01,0.0,30.0,Female,0.4531139,Yes,Joe Biden,Lean Democrat,True,29.0,6.0,2020.0,17.0,13.031127,21.0
6905418.5,Iowa,TX06,0.0,61.0,Male,5.0000033,Yes,Not Asked,Weak Republican,True,19.0,11.0,2020.0,18.0,3.0,47.0
6505570.0,New York,NY24,0.0,45.0,Male,0.3094753,Yes,Not Asked,Strong Democrat,True,16.0,10.0,2020.0,17.0,18.0,26.915241
7505380.5,Texas,NC13,0.0,58.0,Female,0.04314893,Yes,Not Asked,Weak Democrat,True,22.0,12.0,2020.0,13.0,51.0,31.0
7505848.0,Washington,OH13,48201.0,66.0,Female,5.011559,Yes,Joe Biden,Weak Democrat,True,23.0,12.0,2020.0,8.741113,47.0,0.0
5300423.0,Florida,TX11,0.0,18.0,Male,0.22186019,Yes,Donald Trump,Strong Republican,True,26.0,6.0,2020.0,13.0,41.0,30.0
6709184.5,Illinois,MO07,0.0,59.0,Male,4.941788,Yes,Not Asked,Independent,True,15.0,11.0,2020.0,12.0,1.0,30.0
6490151.5,Missouri,MI02,0.0,40.0,Male,3.6673732,Yes,Donald Trump,Strong Republican,True,14.0,10.0,2020.0,7.0,40.828976,50.0
7402853.5,California,WV01,0.0,29.0,Female,1.5274646,Yes,Joe Biden,Weak Democrat,True,11.0,12.0,2020.0,15.0,15.0,23.0
6404007.0,Hawaii,NY12,0.0,56.882915,Male,0.5807502,Yes,Not Asked,Strong Republican,True,29.0,9.0,2020.0,10.0,25.0,55.0
7400311.0,Virginia,CT05,0.0,52.843887,Male,5.011087,No,Donald Trump,Weak Republican,False,29.0,11.0,2020.0,21.0,32.0,41.0
7403752.0,Missouri,FL22,0.0,57.0,Female,1.2221007,Yes,Joe Biden,Strong Democrat,True,16.0,12.0,2020.0,13.0,28.0,8.0
6004166.0,California,PA06,0.0,54.0,Female,0.5688206,Yes,Joe Biden,Strong Democrat,True,9.0,9.0,2020.0,13.0,43.0,26.0
6705514.0,Connecticut,HI02,0.0,21.0,Male,3.7278898,Yes,Donald Trump,Strong Republican,True,16.0,11.0,2020.0,18.0,33.0,47.0
5801743.0,Michigan,PA02,0.0,63.0,Female,0.075048804,Yes,Donald Trump,Lean Democrat,True,1.0,9.0,2020.0,10.0,49.04253,0.0
5205343.5,Indiana,OH04,0.0,62.0,Female,2.027533,Yes,I would not vote,Lean Republican,True,19.0,7.0,2020.0,10.0,20.0,5.5943103
7408298.0,California,NY02,0.0,53.0,Male,1.4726758,Yes,Donald Trump,Weak Republican,True,16.0,12.0,2020.0,16.0,11.0,49.0
7008870.5,New York,SC05,0.0,24.0,Male,1.2149584,Yes,Joe Biden,Weak Democrat,True,20.0,11.0,2020.0,9.0,7.0,55.0
4608692.0,Louisiana,NC09,0.0,56.0,Female,0.3320774,Yes,0,Independent,True,2.0,6.0,2020.0,8.0,53.0,42.0
7304083.5,Florida,MN07,0.0,43.0,Female,0.4050375,Yes,Donald Trump,Strong Republican,True,14.0,12.0,2020.0,5.0,15.0,28.0
5106786.0,Pennsylvania,PA01,0.0,22.0,Female,3.4568748,Yes,Joe Biden,Strong Democrat,True,17.0,7.0,2020.0,17.0,54.0,29.0
4949093.0,Massachusetts,NY12,0.0,47.0,Female,0.81108403,Yes,Joe Biden,Strong Democrat,True,28.0,6.0,2020.0,18.0,14.0,48.07492
7201814.5,New Jersey,IL14,0.0,39.0,Female,0.079347715,Yes,Joe Biden,Strong Democrat,True,28.0,11.0,2020.0,0.0,29.0,59.0
7203416.5,Delaware,KY04,0.0,61.0,Female,0.13209182,Yes,Donald Trump,Lean Republican,True,5.0,12.0,2020.0,0.0,58.0,47.0
7501087.5,Wisconsin,CA33,0.0,56.0,Male,0.8809494,Yes,Not Asked,Lean Democrat,True,14.0,12.0,2020.0,17.0,5.0,59.0
6007425.5,Nevada,IL08,0.0,64.0,Male,0.49336615,Yes,Joe Biden,Strong Democrat,True,11.0,9.0,2020.0,22.0,12.0,34.0
6907690.5,Texas,0,0.0,26.0,Male,0.020831728,Yes,Donald Trump,Lean Republican,True,15.0,11.0,2020.0,20.0,43.0,54.0
6505959.5,California,IL12,0.0,34.0,Male,0.930563,Yes,Donald Trump,Strong Republican,True,28.0,10.0,2020.0,20.0,20.0,55.0
6401082.0,New Jersey,IN07,0.0,55.0,Male,0.6117218,Yes,Someone else:,Independent,True,25.0,9.115098,2020.0,6.0,10.0,0.0
5806795.0,Alabama,WI01,0.0,48.0,Male,1.1599009,Yes,Donald Trump,Independent,True,8.0,8.0,2020.0,13.0,0.0,41.0
5303125.5,Utah,NY12,0.0,32.0,Male,0.64506304,Yes,I would not vote,Strong Republican,True,11.0,7.0,2020.0,15.0,52.0,13.0
5105862.0,Massachusetts,FL17,0.0,25.0,Female,3.5609887,Yes,I would not vote,Lean Republican,True,13.0,7.0,2020.0,5.0,38.0,56.0
6806864.0,Indiana,KS03,0.0,97.2279,Female,2.722091,Yes,Not Asked,Independent,True,23.0,10.0,2020.0,9.0,56.0,33.0
7120101.0,South Dakota,OR03,0.0,65.0,Female,0.33972618,Yes,Donald Trump,Strong Republican,True,21.0,11.0,2020.0,5.0,23.605143,53.0
5705089.0,New York,FL13,0.0,61.0,Male,0.80332816,Yes,Joe Biden,Weak Democrat,True,28.0,8.0,2020.0,13.0,52.0,56.0
6404894.5,New Jersey,AL04,0.0,35.0,Female,1.1289533,Yes,Joe Biden,Independent,True,29.0,9.0,2020.0,15.188992,31.0,25.0
7402322.0,Mississippi,TX31,0.0,59.0,Female,0.21240577,Yes,Joe Biden,Strong Democrat,True,14.0,12.0,2020.0,10.0,37.0,4.0
4607390.0,Texas,TX08,0.0,21.0,Male,2.041644,Yes,0,Independent,True,31.0,6.0,2020.0,5.0,28.0,47.0
6602228.0,California,IN06,0.0,37.0,Male,0.06271123,Yes,Donald Trump,Lean Democrat,True,27.562754,10.0,2020.0,21.0,45.0,16.0
4907860.5,Iowa,TX12,0.0,32.0,Female,1.6808996,No,Donald Trump,Lean Republican,False,2.0,7.0,2020.0,15.0,54.0,58.0
5605248.5,South Carolina,SC07,0.0,60.0,Female,0.48068497,Yes,Not Asked,Strong Democrat,True,30.0,7.0,2020.0,10.0,54.0,32.0
6806738.5,Missouri,NY02,0.0,40.0,Female,1.9620231,Yes,Not Asked,Strong Democrat,True,14.0,11.0,2020.0,17.0,7.0,59.0
6008088.5,Tennessee,MS03,0.0,40.0,Female,4.686101,Yes,Donald Trump,Weak Republican,True,4.0,9.0,2020.0,0.0,37.0,1.0
6108438.5,California,MD01,0.0,36.0,Female,0.21768565,Yes,Joe Biden,Independent,True,23.0,9.0,2020.0,9.0,47.0,6.613507
4903600.5,Pennsylvania,OK01,0.0,52.267445,Male,2.101658,Yes,Donald Trump,Strong Republican,True,5.0,7.0,2020.0,18.0,35.0,54.0
7400967.0,North Carolina,TN02,0.0,68.0,Female,1.3930697,Yes,Joe Biden,Strong Democrat,True,13.0,12.0,2020.0,13.0,33.0,13.0
4901840.0,Minnesota,NJ06,0.0,64.0,Male,1.0553932,Yes,Joe Biden,Strong Democrat,True,3.0,7.0,2020.0,10.0,15.0,52.0
5502142.0,New Jersey,FL03,0.0,35.0,Female,0.16090949,Yes,Joe Biden,Weak Democrat,True,31.0,7.0,2020.0,12.581521,29.0,3.0
5702520.5,Georgia,IL01,0.0,43.0,Female,0.21395536,Yes,Joe Biden,Lean Democrat,True,23.0,8.0,2020.0,18.0,13.0,56.0
6300761.0,Virginia,WI08,0.0,31.0,Female,0.7037347,Yes,Joe Biden,Independent,True,12.0,9.0,2020.0,8.0,27.0,14.0
6907688.0,North Carolina,NC02,0.0,38.0,Male,0.06190413,Yes,Donald Trump,Strong Republican,True,9.0,11.0,2020.0,13.0,2.0,26.0
7501755.5,Ohio,IL05,0.0,38.0,Male,0.65246874,Yes,Joe Biden,Weak Republican,True,11.0,12.0,2020.0,16.0,6.0,21.0
