x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,energy1,energy2,energy3,energy4,energy5,energy6,energy7,energy8,energy9,energy10,energy11,energy12,energy13,energy14,energy15,energy16,energy_total,512.2351,417.5319,94.5311,498.2356,489.6541,37.5836,291.2083,341.9672,0.0,555.3695,430.802,27.2277,322.531,205.2096,40.739,132.1475,10.6754,423.8234,90.3747,351.4701,33.2651,63.678,356.7663,92.7,553.1572,149.1223,38.3382,272.7373,312.2364,422.6691,464.6098,462.8044,243250.0859,265693.0457,209295.9993,268266.4415,236712.7999,203019.8858,260261.1539,229716.2707,266215.6722,260196.54,227732.0102,215200.875,228920.1279,273408.0288,261848.6548,272850.0305,between 3755820.3235 and 3830819.051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9663,524.017,47.1503,224.6906,399.3842,246.6713,192.8431,440.942,371.7126,307.7277,0.0,403.1333,415.9507,202.4738,428.4024,566.0,356.5654,88.2673,403.9527,492.2111,440.4774,346.8103,280.049,301.7237,361.5186,239.9313,235.8877,86.9743,226.7684,436.3175,0.0,147.1924,237677.8684,229036.3278,264439.434,267310.4351,265620.9263,244227.5937,199065.8879,262229.721,229530.9503,211456.0881,201752.1977,220898.3409,220827.2991,225102.4249,196994.565,267458.1637,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.3778,480.9489,94.1317,510.1856,552.4539,565.6854,131.5669,16.2237,32.342,550.9508,203.8231,64.3145,387.9068,434.1969,512.4253,565.6854,24.215,432.826,143.6531,86.9389,137.9052,186.9287,55.7217,432.0088,4.4343,562.1051,432.5085,533.8426,3.4299,480.4685,493.8354,502.948,176850.7451,186033.7713,230266.6932,186683.7491,204489.166,247682.7066,212271.9743,237283.2034,195815.82,265213.5922,269848.647,265157.2545,198552.3378,244898.4797,208511.7061,235760.4275,less than 3685857.466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2158,0.0,566.0,319.9252,28.229,169.4987,415.9282,160.5231,213.1418,197.5779,282.7916,192.0826,319.8165,466.0863,216.539,150.8448,520.7486,464.0096,61.186,320.3886,356.9317,311.5703,272.2058,3.6625,11.8595,364.0189,58.1466,566.0,240.1929,67.224,280.69,224.9704,260262.5207,230867.4266,268919.7091,267922.1722,219941.1519,223165.7251,269128.5119,171504.7603,184460.9556,258155.3564,214107.2206,265443.4299,225298.443,268386.1448,235778.2385,174615.6449,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2129,349.2969,444.0314,153.5581,331.1598,142.5486,546.1048,300.7561,227.6354,57.4097,204.9933,558.1807,20.7186,73.5443,57.6109,484.8034,155.7332,356.3503,108.1356,32.2501,187.4305,107.9279,72.5677,64.6122,482.0672,390.01,218.4564,0.0,477.8244,536.8231,309.6202,274.3938,203235.938,267908.9844,246341.4707,168101.5695,236560.6959,189811.1144,265207.7519,215372.0326,265709.5162,228881.8605,244423.9766,236779.6171,232939.0326,266370.9131,206873.206,268197.5639,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,452.8046,192.8632,506.7994,566.0,142.0073,303.9847,363.5298,0.0,566.0,420.0944,0.0,328.6541,229.6439,55.1968,175.9935,42.5656,335.3692,170.3205,396.5227,102.6506,118.1657,396.4673,68.5922,535.8821,202.0978,181.8461,282.3566,316.366,457.5931,422.8964,509.662,211440.8303,230970.6054,208925.4474,265482.3842,235527.2773,183798.523,271727.4011,198942.146,268187.3834,263026.6837,231267.0352,211845.5852,247432.8677,267678.0084,249304.5803,268228.4086,between 3755820.3235 and 3830819.051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7135,406.2781,254.8673,462.6653,506.0199,126.792,315.1472,3.7026,543.8907,186.427,333.6003,200.9984,74.2338,112.6932,248.0334,94.4709,240.5528,535.0893,224.7865,479.1309,316.1987,277.1181,90.8473,110.514,465.2168,0.0,447.2327,241.0137,472.5235,438.1097,487.0113,537.543,201944.0605,266357.1549,210215.7791,272506.8191,233662.0784,212627.1526,213227.1726,171632.3697,267516.9099,176131.6572,238859.0604,214814.6166,231488.1985,240883.3071,267975.3124,267064.7979,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9663,524.017,47.1503,224.6906,399.3842,246.6713,192.8431,440.942,371.7126,307.7277,0.0,403.1333,415.9507,202.4738,428.4024,566.0,356.5654,88.2673,403.9527,492.2111,440.4774,346.8103,280.049,301.7237,361.5186,239.9313,235.8877,86.9743,226.7684,436.3175,0.0,147.1924,237677.8684,229036.3278,264439.434,267310.4351,265620.9263,244227.5937,199065.8879,262229.721,229530.9503,211456.0881,201752.1977,220898.3409,220827.2991,225102.4249,196994.565,267458.1637,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.3778,480.9489,94.1317,510.1856,552.4539,565.6854,131.5669,16.2237,32.342,550.9508,203.8231,64.3145,387.9068,434.1969,512.4253,565.6854,24.215,432.826,143.6531,86.9389,137.9052,186.9287,55.7217,432.0088,4.4343,562.1051,432.5085,533.8426,3.4299,480.4685,493.8354,502.948,176850.7451,186033.7713,230266.6932,186683.7491,204489.166,247682.7066,212271.9743,237283.2034,195815.82,265213.5922,269848.647,265157.2545,198552.3378,244898.4797,208511.7061,235760.4275,less than 3685857.466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.2158,0.0,566.0,319.9252,28.229,169.4987,415.9282,160.5231,213.1418,197.5779,282.7916,192.0826,319.8165,466.0863,216.539,150.8448,520.7486,464.0096,61.186,320.3886,356.9317,311.5703,272.2058,3.6625,11.8595,364.0189,58.1466,566.0,240.1929,67.224,280.69,224.9704,260262.5207,230867.4266,268919.7091,267922.1722,219941.1519,223165.7251,269128.5119,171504.7603,184460.9556,258155.3564,214107.2206,265443.4299,225298.443,268386.1448,235778.2385,174615.6449,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.2129,349.2969,444.0314,153.5581,331.1598,142.5486,546.1048,300.7561,227.6354,57.4097,204.9933,558.1807,20.7186,73.5443,57.6109,484.8034,155.7332,356.3503,108.1356,32.2501,187.4305,107.9279,72.5677,64.6122,482.0672,390.01,218.4564,0.0,477.8244,536.8231,309.6202,274.3938,203235.938,267908.9844,246341.4707,168101.5695,236560.6959,189811.1144,265207.7519,215372.0326,265709.5162,228881.8605,244423.9766,236779.6171,232939.0326,266370.9131,206873.206,268197.5639,between 3685857.466 and 3755820.3235
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.0,452.8046,192.8632,506.7994,566.0,142.0073,303.9847,363.5298,0.0,566.0,420.0944,0.0,328.6541,229.6439,55.1968,175.9935,42.5656,335.3692,170.3205,396.5227,102.6506,118.1657,396.4673,68.5922,535.8821,202.0978,181.8461,282.3566,316.366,457.5931,422.8964,509.662,211440.8303,230970.6054,208925.4474,265482.3842,235527.2773,183798.523,271727.4011,198942.146,268187.3834,263026.6837,231267.0352,211845.5852,247432.8677,267678.0084,249304.5803,268228.4086,between 3755820.3235 and 3830819.051
142.059,521.194,99.617,444.449,27.786,99.617,394.449,201.194,487.059,103.519,555.556,201.194,394.449,521.194,103.519,487.059,394.449,201.194,142.059,521.194,394.449,201.194,103.519,487.059,394.449,142.059,521.194,103.519,487.059,201.194,103.519,242654.211,211021.112,245321.123,202654.543,265498.211,193654.321,221543.987,246321.102,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.654,98.765,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,98.765,221098.765,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,342.109,43.211,201.937,215.678,98.765,488.654,215.678,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,342.109,43.211,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,98.765,488.654,215.678,98.765,488.654,201.937,98.765,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,98.765,488.654,98.765,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,98.765,488.654,98.765,488.654,215.678,342.109,43.211,201.937,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.211,201.937,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,98.765,488.654,215.678,98.765,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,98.765,488.654,98.765,488.654,215.678,342.109,43.211,201.937,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,215.678,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.678,342.109,43.211,201.937,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,212098.765,236765.432,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,98.765,488.654,98.765,488.654,215.678,98.765,488.654,215.678,342.109,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,215.678,98.765,488.654,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,215.678,342.109,245678.901,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,98.765,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,267654.321,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,between 3755820.3235 and 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,98.765,193987.654,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,267654.321,greater than 3830819.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342.109,43.211,201.937,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,98.765,488.654,215.678,342.109,43.211,201.937,215.678,342.109,43.211,201.937,488.654,215.678,342.109,203421.109,219876.543,236765.432,212098.765,236765.432,267321.109,198765.431,242187.654,252321.098,201234.567,221098.765,245678.901,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215.411,488.119,96.411,284.779,129.411,96.779,74.779,394.779,488.779,394.779,488.779,215.779,394.779,96.779,96.779,488.119,394.488,488.488,394.779,488.779,488.488,488.488,96.779,488.488,96.779,96.779,488.779,488.488,488.779,488.779,394.779,488.488,240518.176,234467.517,246982.014,230010.886,229641.611,232602.834,212117.159,234467.518,240112.348,232048.274,223670.306,224667.336,241076.624,224543.05,296312.638,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.779,96.779,488.779,488.488,96.779,96.779,394.779,215.779,488.779,394.779,488.779,488.488,96.779,488.488,488.488,96.779,215.779,394.779,488.779,96.779,394.779,96.779,488.488,394.779,96.779,394.779,488.779,488.488,394.779,96.779,488.779,96.779,223309.657,212117.159,234467.518,230010.886,232602.834,212117.159,223309.657,234467.518,232048.274,223670.306,224667.336,241076.624,224543.05,296312.638,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.779,394.779,215.779,96.779,488.488,96.779,488.779,96.779,394.779,488.779,96.779,488.488,394.779,488.779,488.488,394.779,488.779,96.779,96.779,394.779,96.779,394.779,96.779,488.779,394.779,394.779,96.779,215.779,488.488,394.779,96.779,394.779,234467.518,212117.159,223670.306,232048.274,212117.159,223309.657,234467.518,232602.834,223670.306,224667.336,230010.886,232602.834,234467.518,240112.348,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,488.488,488.779,394.779,96.779,96.779,488.779,394.779,96.779,394.779,488.779,96.779,488.779,96.779,394.779,96.779,96.779,96.779,394.779,488.779,96.779,96.779,488.779,96.779,96.779,394.779,96.779,488.488,96.779,96.779,394.779,96.779,223670.306,223309.657,232048.274,232602.834,234467.518,212117.159,223670.306,232048.274,223309.657,232602.834,212117.159,234467.518,223670.306,232048.274,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.779,96.779,96.779,488.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,488.779,96.779,96.779,96.779,488.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,232048.274,232602.834,223309.657,223670.306,234467.518,212117.159,232048.274,232602.834,232048.274,223670.306,234467.518,232048.274,232602.834,223309.657,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.779,488.488,96.779,96.779,96.779,394.779,394.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,394.779,96.779,394.779,96.779,96.779,96.779,488.779,96.779,96.779,394.779,96.779,232602.834,232048.274,232602.834,223670.306,223309.657,234467.518,232048.274,232602.834,232048.274,223670.306,234467.518,223670.306,232602.834,232048.274,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,394.779,96.779,96.779,394.779,488.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,488.779,96.779,96.779,96.779,96.779,96.779,223670.306,232602.834,232048.274,232602.834,232048.274,223670.306,232048.274,232602.834,232048.274,223309.657,232602.834,232048.274,223670.306,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.779,96.779,96.779,394.779,96.779,394.779,96.779,488.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,223309.657,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,223670.306,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488.779,96.779,96.779,96.779,394.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,223670.306,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,223670.306,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,232602.834,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,223670.306,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,223670.306,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,394.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,223309.657,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,394.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,96.779,232602.834,232048.274,232602.834,232048.274,232602.834,232048.274,223670.306,232602.834,232048.274,223670.306,232602.834,232048.274,232602.834,232048.274,232602.834,less than 3685857.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
